#   GrNr    Ngal    Rij(kpc)  size(kpc)  sigm(km/s)  Vmean(km/s) Pmin(ds)   Pmin_avr(ds)
      0      15      220.50      92.61  660320.41 16115188.83     0.0000     0.0633
      1      12     1692.91     248.18  410128.31 15943212.74     0.0000     0.1033
      2       3     1517.75      34.81  124657.44 16650473.12     0.0000     0.0367
      3       6     1203.24      54.64  201139.66 16532554.75     0.0000     0.1967
      4       6     1166.40     126.10  160523.76 16859605.15     0.0000     0.0317
      5      15      881.88     159.97  592834.80 16223183.68     0.0000     0.1687
      6       3      606.77      91.32   33401.84 16099899.87     0.0000     0.0733
      7       6     1998.49     196.78  299605.03 15695634.14     0.0000     0.0950
      8       3      783.87     205.31   30326.99 16811361.74     0.0000     0.4400
