#   GrNr    Ngal    Rij(kpc)  size(kpc)  sigm(km/s)  Vmean(km/s) Pmin(ds)   Pmin_avr(ds)
      0       3      606.77      89.30   33401.84 16099899.87     0.0000     0.0713
      1       3      783.87     205.31   30326.99 16811361.74     0.0000     0.4410
      2       6     1166.40     126.10  160523.76 16859605.15     0.0000     0.0387
