#   GrNr    Ngal    Rij(kpc)  size(kpc)  sigm(km/s)  Vmean(km/s) Pmin(ds)   Pmin_avr(ds)
      0      12     1692.91      87.88  410128.31 15943212.74     0.0000     0.1077
      1       3     1110.50      54.22   61170.40 16915289.79     0.0000     0.0073
      2       3      783.87     205.31   30326.99 16811361.74     0.0000     0.4440
