#  idx_gal   shID  Ngali  Ngalf    Rij(kpc)  size(kpc)  sigm(km/s)  Pmin(ds)    GrNr    x(kpc)    y(kpc)   V_LOS(km/s)
      0        0      3      3     1596.57     205.70  128474.73     0.0310      13   -1121.47   -1201.62 17211000.00
      1        1      0      0        0.00       0.00       0.00    -1.0000      -1   -1073.15     316.67 18192000.00
      2        2      0      0        0.00       0.00       0.00    -1.0000      -1    -973.84     471.43 18511000.00
      3        3      0      0        0.00       0.00       0.00    -1.0000      -1    -938.41     430.58 16922000.00
      4        4      0      0        0.00       0.00       0.00    -1.0000      -1    -909.34     252.41 18119000.00
      5        5      0      0        0.00       0.00       0.00    -1.0000      -1    -892.99     -18.24 19149000.00
      6        6      3      3     1147.41     194.10  150093.42     0.5910      28    -691.80   -1145.09 17835000.00
      7        7      0      0        0.00       0.00       0.00    -1.0000      -1    -589.73    -537.07 16987000.00
      8        8      0      0        0.00       0.00       0.00    -1.0000      -1    -509.12     273.58 17472000.00
      9        9      3      3     1147.41     194.10  150093.42     0.6950      28    -497.73    -765.27 17634000.00
     10       10      0      0        0.00       0.00       0.00    -1.0000      -1    -457.32      47.87 17036000.00
     11       11      3      3      592.32      27.72  215851.07     0.0620      34    -427.27    -456.59 17050000.00
     12       12      0      0        0.00       0.00       0.00    -1.0000      -1    -425.21      55.74 18078000.00
     13       13      3      3      419.54      66.11  113146.74     0.0190      27    -372.18    -152.57 18616000.00
     14       14      0      0        0.00       0.00       0.00    -1.0000      -1    -351.88     -13.40 18553000.00
     15       15      0      0        0.00       0.00       0.00    -1.0000      -1    -322.51     423.31 16470000.00
     16       16      0      0        0.00       0.00       0.00    -1.0000      -1    -298.96      12.08 17657000.00
     17       17      0      0        0.00       0.00       0.00    -1.0000      -1    -291.15    -624.99 17759000.00
     18       18      0      0        0.00       0.00       0.00    -1.0000      -1    -291.20     -97.35 15544000.00
     19       19      0      0        0.00       0.00       0.00    -1.0000      -1    -211.47     342.40 16454000.00
     20       20      0      0        0.00       0.00       0.00    -1.0000      -1    -180.00    -158.38 18249000.00
     21       21      0      0        0.00       0.00       0.00    -1.0000      -1    -176.17    -137.69 16692000.00
     22       22      0      0        0.00       0.00       0.00    -1.0000      -1    -165.79     693.20 18282000.00
     23       23      0      0        0.00       0.00       0.00    -1.0000      -1    -162.90    -824.32 17060000.00
     24       24      6      6      512.17     173.52  283380.57     0.0120      22    -151.77    -523.59 16698000.00
     25       25      3      3      102.43     187.43   73087.32     0.6240      23    -147.59     -78.91 17389000.00
     26       26      0      0        0.00       0.00       0.00    -1.0000      -1    -127.54     264.66 18645000.00
     27       27      3      3     1023.31     228.08  110121.37     0.1520      25    -115.01    -909.75 16217000.00
     28       28      0      0        0.00       0.00       0.00    -1.0000      -1     -48.77    -976.40 15779000.00
     29       29      0      0        0.00       0.00       0.00    -1.0000      -1     -23.38     296.27 16726000.00
     30       30      0      0        0.00       0.00       0.00    -1.0000      -1      -1.93       5.49 17397000.00
     31       31      0      0        0.00       0.00       0.00    -1.0000      -1       8.84    -274.21 16864000.00
     32       32      0      0        0.00       0.00       0.00    -1.0000      -1      26.23     955.29 17793000.00
     33       33      0      0        0.00       0.00       0.00    -1.0000      -1      31.94     -36.40 18371000.00
     34       34      0      0        0.00       0.00       0.00    -1.0000      -1      37.57    -793.95 17587000.00
     35       35      0      0        0.00       0.00       0.00    -1.0000      -1     100.14    -308.28 16798000.00
     36       36      0      0        0.00       0.00       0.00    -1.0000      -1     130.81     851.99 16947000.00
     37       37     12     12      291.28      82.28  553018.79     0.2250      29     130.58     232.88 17824000.00
     38       38      0      0        0.00       0.00       0.00    -1.0000      -1     153.32    -797.49 15492000.00
     39       39     12     12      291.28      82.28  553018.79     0.1540      29     225.10     -87.94 17593000.00
     40       40      0      0        0.00       0.00       0.00    -1.0000      -1     306.32    -271.20 17824000.00
     41       41      0      0        0.00       0.00       0.00    -1.0000      -1     369.38    -400.34 17342000.00
     42       42     12     12      291.28      82.28  553018.79     0.2990      29     395.28      72.54 17825000.00
     43       43      0      0        0.00       0.00       0.00    -1.0000      -1     410.11     389.67 16851000.00
     44       44      3      3      547.82       2.38  113491.53     0.0200      24     430.03    -348.43 17539000.00
     45       45      3      3      547.82       2.38  113491.53     0.0150      24     432.19    -315.65 17735000.00
     46       46      0      0        0.00       0.00       0.00    -1.0000      -1     445.44     676.14 17361000.00
     47       47      0      0        0.00       0.00       0.00    -1.0000      -1     468.21    -686.19 16481000.00
     48       48      6      6     1029.12     229.94  432427.73     0.7130      35     541.65    -714.93 17498000.00
     49       49      9      9      700.72     236.09  490369.37     0.3240      17     552.92    -169.74 16817000.00
     50       50      0      0        0.00       0.00       0.00    -1.0000      -1     645.52     251.84 16909000.00
     51       51      9      9      700.72     236.09  490369.37     0.0620      17     661.28    -163.68 17121000.00
     52       52      9      9      700.72     236.09  490369.37     0.0520      17     663.55    -233.36 18344000.00
     53       53      6      6     1245.90      84.59  435349.36     0.0790      12     700.78     940.99 17198000.00
     54       54      3      3      922.60     236.06  146375.10     0.3110      30     707.91    -466.42 18338000.00
     55       55      6      6     1141.95      47.22  342246.78     0.0900       4     765.35     925.20 16938000.00
     56       56      6      6     1029.12     229.94  432427.73     0.1500      35     766.18    -854.86 17592000.00
     57       57      9      9      700.72     236.09  490369.37     0.0430      17     769.64     -22.94 17102000.00
     58       58      9      9      700.72     236.09  490369.37     0.0380      17     782.64     -31.26 16997000.00
     59       59      3      3     1952.09     263.01  197749.43     0.0420       9    1897.83      27.52 15532247.25
     60       60      0      0        0.00       0.00       0.00    -1.0000      -1    1426.59     401.03 17339995.77
     61       61      0      0        0.00       0.00       0.00    -1.0000      -1    1553.08     480.14 18254362.77
