#   GrNr    Ngal    Rij(kpc)  size(kpc)  sigm(km/s)  Vmean(km/s) Pmin(ds)   Pmin_avr(ds)
      0       9     1556.02     347.05  271618.42 14101237.92     0.0000     0.2566
      1       3     2277.96     214.93   15863.53 14045276.66     0.0000     0.5717
