#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
    104       104      18        622.28         85.53    1042032.49      0.43817      0.33341     1.0000     0.4180     0.4180
    105       105       3        759.08         76.63     959409.37      0.53663      0.50258     1.0000     0.5660     0.5660
    105       105       6        773.92         76.63    1125436.03      0.19466     -0.09220     1.0000     0.6130     0.6130
    105       105       9        729.72         76.63    1054346.84      0.31525      0.18916     1.0000     0.5300     0.5300
    105       105      12        762.12         76.63     957434.37      0.90884      0.84218     1.0000     0.3130     0.3130
    105       105      15        760.38         76.63    1066213.84      1.98579      0.23951     1.0000     0.4760     0.4760
    105       105      18        762.87         76.63    1109927.71      1.65903     -0.03694     1.0000     0.5420     0.5420
    106       106       3        857.43         33.03    1281302.59      0.78661     -0.61281     1.0000     0.7570     0.7570
    106       106       6        842.45         33.03    1341258.43      1.20511     -1.04048     1.0000     0.7970     0.7970
    106       106       9        824.09         33.03    1064225.42      1.64446      0.20592     1.0000     0.5000     0.5000
    106       106      12        844.72         33.03    1024770.08      1.47300      0.45645     1.0000     0.4070     0.4070
    106       106      15        835.07         33.03    1079452.54      1.11488      0.15659     1.0000     0.4960     0.4960
    106       106      18        843.02         33.03    1268032.98      1.70945     -1.10360     1.0000     0.8220     0.8220
    107       107       3        744.11        112.55     690675.27      0.30514      1.43377     1.0000     0.3330     0.3330
    107       107       6        715.16        112.55     879453.69      0.38969      0.94039     1.0000     0.3450     0.3450
    107       107       9        750.70        112.55     839174.21      0.61397      1.35795     1.0000     0.1790     0.1790
    107       107      12        723.94        112.55     827058.25      0.14468      1.52993     1.0000     0.1480     0.1480
    107       107      15        706.29        112.55    1010296.90      1.26010      0.51082     1.0000     0.3900     0.3900
    107       107      18        734.77        112.55    1069637.95      2.21949      0.14485     1.0000     0.5150     0.5150
    108       108       3        803.73         13.84    1616871.98      0.07349     -1.77558     1.0000     0.8580     0.8580
    108       108       6        831.29         13.84    1135501.77      0.77005     -0.13643     1.0000     0.6120     0.6120
    108       108       9        818.15         13.84    1133231.27      1.28265     -0.14732     1.0000     0.6150     0.6150
    108       108      12        816.23         13.84     991242.42      1.84794      0.64851     1.0000     0.3550     0.3550
    108       108      15        803.37         13.84     989234.25      1.56246      0.72169     1.0000     0.3560     0.3560
    108       108      18        837.30         13.84    1149758.91      2.25776     -0.30566     1.0000     0.6180     0.6180
    109       109       3        591.81         30.79    1496079.21      1.36142     -1.49284     1.0000     0.8700     0.8700
    109       109       6        642.78         30.79    1117523.63      1.27202     -0.11869     1.0000     0.6180     0.6180
    109       109       9        683.91         30.79    1127210.16      0.50721     -0.18848     1.0000     0.6230     0.6230
    109       109      12        658.67         30.79    1083758.47      0.55759      0.04109     1.0000     0.5560     0.5560
    109       109      15        659.56         30.79    1079586.82      0.17539      0.07139     1.0000     0.5470     0.5470
    109       109      18        654.75         30.79    1116624.60      0.04232     -0.17610     1.0000     0.6250     0.6250
    110       110       3        695.97        139.92     669525.45      0.15641      1.47812     1.0000     0.3110     0.3110
    110       110       6        717.80        139.92    1124584.49      0.56602     -0.15010     1.0000     0.6120     0.6120
    110       110       9        720.93        139.92     983733.97      0.82511      0.55513     1.0000     0.4410     0.4410
    110       110      12        694.59        139.92     967613.36      0.85894      0.71473     1.0000     0.3360     0.3360
    110       110      15        700.49        139.92    1079773.63      1.18411      0.07021     1.0000     0.5330     0.5330
    110       110      18        683.35        139.92    1058861.57      0.99317      0.21846     1.0000     0.4930     0.4930
    111       111       3        976.60         26.37     825458.05      0.02890      1.00108     1.0000     0.4210     0.4210
    111       111       6        947.97         26.37    1113947.52      1.62643      0.01705     1.0000     0.5610     0.5610
    111       111       9        928.37         26.37    1230361.10      2.13574     -0.56891     1.0000     0.7140     0.7140
    111       111      12        928.20         26.37    1424865.00      2.66630     -1.73746     1.0000     0.9140     0.9140
    111       111      15        949.94         26.37    1286407.87      2.90819     -1.04297     1.0000     0.8420     0.8420
    111       111      18        920.62         26.37    1321217.54      2.40437     -1.35538     1.0000     0.8790     0.8790
    112       112       3        895.97        113.64     618074.70      1.90455      1.71106     1.0000     0.2780     0.2780
    112       112       6        914.59        113.64    1160114.26      1.56654     -0.18336     1.0000     0.6630     0.6630
    112       112       9        907.45        113.64    1021843.43      1.62556      0.48568     1.0000     0.4120     0.4120
    112       112      12        912.51        113.64    1309303.04      2.21652     -1.08342     1.0000     0.8280     0.8280
    112       112      15        918.77        113.64    1281552.06      2.77221     -1.01292     1.0000     0.8140     0.8140
    112       112      18        905.04        113.64    1209150.41      2.78062     -0.60840     1.0000     0.7160     0.7160
    113       113       3        799.39        106.31     767755.82      0.40478      1.16668     1.0000     0.3980     0.3980
    113       113       6        779.24        106.31     888782.46      0.11079      0.94760     1.0000     0.3450     0.3450
    113       113       9        750.70        106.31     839174.21      0.61397      1.35795     1.0000     0.2020     0.2020
    113       113      12        762.37        106.31    1087756.98      1.24588      0.09563     1.0000     0.5530     0.5530
    113       113      15        782.59        106.31     986222.21      1.33709      0.74055     1.0000     0.3220     0.3220
    113       113      18        797.69        106.31    1152949.65      2.04485     -0.32719     1.0000     0.6450     0.6450
    114       114       3        635.00        287.60    1685258.73      1.06477     -2.08540     1.0000     0.9190     0.9190
    114       114       6        643.04        287.60    1275891.28      0.81865     -0.82320     1.0000     0.7670     0.7670
    114       114       9        683.91        287.60    1127210.16      0.50721     -0.18848     1.0000     0.6400     0.6400
    114       114      12        659.70        287.60    1052369.31      0.26411      0.22315     1.0000     0.4870     0.4870
    114       114      15        680.82        287.60    1074231.57      0.37281      0.10535     1.0000     0.5010     0.5010
    114       114      18        664.95        287.60    1029474.83      0.26078      0.41919     1.0000     0.4160     0.4160
    115       115       3       1089.63         32.47     270005.56      0.22506      2.91711     1.0000     0.0640     0.0640
    115       115       6        990.75         32.47     848768.15      0.94563      1.16820     1.0000     0.2930     0.2930
    115       115       9       1000.70         32.47     717251.20      0.88064      2.02616     1.0000     0.0860     0.0860
    115       115      12        922.24         32.47     626571.98      0.82730      2.78061     1.0000     0.0170     0.0170
    115       115      15        861.72         32.47     583687.40      0.99311      3.26192     1.0000     0.0040     0.0040
    115       115      18        831.82         32.47    1088870.46      1.06379      0.10512     1.0000     0.5110     0.5110
    116       116       3        976.60          2.43     825458.05      0.02890      1.00108     1.0000     0.4120     0.4120
    116       116       6        947.97          2.43    1113947.52      1.62643      0.01705     1.0000     0.5840     0.5840
    116       116       9        974.62          2.43    1294202.98      3.37266     -0.89179     1.0000     0.7830     0.7830
    116       116      12        970.07          2.43    1258870.23      3.29213     -0.79799     1.0000     0.7690     0.7690
    116       116      15        949.94          2.43    1286407.87      2.90819     -1.04297     1.0000     0.8100     0.8100
    116       116      18        963.19          2.43    1169341.39      3.18815     -0.34305     1.0000     0.6230     0.6230
    117       117       3        941.30         92.65    1059344.29      0.65816      0.20038     1.0000     0.6290     0.6290
    117       117       6        949.54         92.65     801354.02      0.55551      1.37402     1.0000     0.2540     0.2540
    117       117       9        843.91         92.65     643419.79      0.57109      2.36002     1.0000     0.0480     0.0480
    117       117      12        798.82         92.65    1108375.88      0.28449     -0.02248     1.0000     0.5800     0.5800
    117       117      15        770.55         92.65    1004506.02      0.25236      0.62603     1.0000     0.3700     0.3700
    117       117      18        766.97         92.65     950023.67      0.31840      1.04184     1.0000     0.2530     0.2530
    118       118       3       1604.17        220.41    1891000.00      1.06344     -2.55229     1.0000     0.9310     0.9310
    118       118       6       1443.57        220.41    1251438.69      1.61900     -0.46840     1.0000     0.6850     0.6850
    118       118       9       1534.89        220.41    1004970.04      2.27501      0.64520     1.0000     0.3960     0.3960
    118       118      12       1467.09        220.41    1014525.86      2.77313      0.70267     1.0000     0.3350     0.3350
    118       118      15       1468.83        220.41     917734.59      3.11515      1.35503     1.0000     0.1540     0.1540
    118       118      18       1408.30        220.41     956355.08      2.76674      1.20732     1.0000     0.2100     0.2100
    119       119       3        946.17        115.99     653376.87      1.62694      1.59020     1.0000     0.2920     0.2920
    119       119       6        918.08        115.99     990966.20      2.08571      0.55091     1.0000     0.4430     0.4430
    119       119       9        931.45        115.99    1227556.09      2.81157     -0.55472     1.0000     0.7140     0.7140
    119       119      12        953.53        115.99    1289753.22      3.02285     -0.97278     1.0000     0.7980     0.7980
    119       119      15        937.14        115.99    1282569.68      2.84502     -1.01922     1.0000     0.8090     0.8090
    119       119      18        905.04        115.99    1209150.41      2.78062     -0.60840     1.0000     0.6920     0.6920
    120       120       3        749.39        110.12    1020779.60      1.11383      0.28993     1.0000     0.5440     0.5440
    120       120       6        760.95        110.12    1147353.96      0.56072     -0.18850     1.0000     0.6330     0.6330
    120       120       9        744.99        110.12     968867.22      0.76427      0.69406     1.0000     0.3810     0.3810
    120       120      12        734.64        110.12     977072.61      0.79389      0.65986     1.0000     0.3790     0.3790
    120       120      15        770.25        110.12     930171.55      0.78951      1.09164     1.0000     0.2380     0.2380
    120       120      18        753.66        110.12     956288.04      0.52199      0.99958     1.0000     0.2480     0.2480
    121       121       3        825.98         35.94     879615.83      0.32706      0.77908     1.0000     0.4890     0.4890
    121       121       6        855.76         35.94    1055880.94      0.82732      0.21341     1.0000     0.5340     0.5340
    121       121       9        876.67         35.94    1435142.63      1.58952     -1.69281     1.0000     0.8980     0.8980
    121       121      12        876.65         35.94    1273527.80      2.35012     -0.96854     1.0000     0.8150     0.8150
    121       121      15        879.76         35.94    1232827.35      3.08320     -0.80411     1.0000     0.7740     0.7740
    121       121      18        864.82         35.94    1122931.59      3.38898     -0.12468     1.0000     0.5930     0.5930
    122       122       3       1099.34        229.30     853722.63      0.18350      0.95000     1.0000     0.4270     0.4270
    122       122       6       1071.46        229.30     571174.46      0.35139      2.41200     1.0000     0.0610     0.0610
    122       122       9       1000.70        229.30     717251.20      0.88064      2.02616     1.0000     0.0840     0.0840
    122       122      12        969.72        229.30     910648.37      1.43825      1.17283     1.0000     0.2180     0.2180
    122       122      15        969.00        229.30     814525.14      1.47313      1.87728     1.0000     0.0750     0.0750
    122       122      18        920.09        229.30     771029.22      1.74321      2.31188     1.0000     0.0360     0.0360
    123       123       3        752.58        300.27    1640222.65      0.26210     -1.85650     1.0000     0.8960     0.8960
    123       123       6        806.68        300.27    1235541.77      0.56508     -0.57598     1.0000     0.6810     0.6810
    123       123       9        799.98        300.27    1046713.40      0.08022      0.29556     1.0000     0.4580     0.4580
    123       123      12        792.49        300.27     945866.01      0.60342      0.90845     1.0000     0.2910     0.2910
    123       123      15        796.00        300.27     892319.92      1.15978      1.32873     1.0000     0.1660     0.1660
    123       123      18        789.02        300.27     909099.93      1.03051      1.31793     1.0000     0.1840     0.1840
    124       124       3        766.35        178.97     842511.13      0.28394      0.90765     1.0000     0.4480     0.4480
    124       124       6        793.07        178.97     622002.38      0.04481      2.11978     1.0000     0.0930     0.0930
    124       124       9        725.53        178.97    1058481.91      0.92541      0.16773     1.0000     0.5430     0.5430
    124       124      12        746.59        178.97    1018995.66      0.38659      0.48953     1.0000     0.4150     0.4150
    124       124      15        788.80        178.97    1018220.73      0.15531      0.54012     1.0000     0.3800     0.3800
    124       124      18        817.55        178.97    1091471.80      0.29408      0.08757     1.0000     0.5100     0.5100
    125       125       3        978.72        121.05     592230.81      1.70491      1.79953     1.0000     0.2470     0.2470
    125       125       6        998.14        121.05    1182861.35      3.42353     -0.28211     1.0000     0.6560     0.6560
    125       125       9        982.47        121.05    1013042.57      3.71213      0.53019     1.0000     0.4200     0.4200
    125       125      12        972.79        121.05    1267284.67      2.84210     -0.84561     1.0000     0.7440     0.7440
    125       125      15        937.14        121.05    1282569.68      2.84502     -1.01922     1.0000     0.8120     0.8120
    125       125      18        934.31        121.05    1208723.77      2.81067     -0.60555     1.0000     0.7390     0.7390
    126       126       3        941.30        178.65    1059344.29      0.65816      0.20038     1.0000     0.5740     0.5740
    126       126       6        949.54        178.65     801354.02      0.55551      1.37402     1.0000     0.2390     0.2390
    126       126       9       1030.87        178.65     728337.11      0.73326      1.97010     1.0000     0.0760     0.0760
    126       126      12        953.04        178.65     672836.20      0.95946      2.51877     1.0000     0.0210     0.0210
    126       126      15        902.37        178.65     644902.37      0.86761      2.92699     1.0000     0.0080     0.0080
    126       126      18        886.39        178.65     942443.69      0.10674      1.09298     1.0000     0.2230     0.2230
    127       127       3       1027.91        246.82    1107733.87      2.78662      0.03472     1.0000     0.6370     0.6370
    127       127       6       1020.41        246.82    1190899.90      3.06881     -0.31701     1.0000     0.6200     0.6200
    127       127       9        982.47        246.82    1013042.57      3.71213      0.53019     1.0000     0.4310     0.4310
    127       127      12        992.43        246.82    1191631.99      3.14261     -0.41744     1.0000     0.6760     0.6760
    127       127      15        968.71        246.82    1148011.12      3.29283     -0.18650     1.0000     0.6090     0.6090
    127       127      18        950.05        246.82    1210491.78      2.87447     -0.61734     1.0000     0.7270     0.7270
    128       128       3       1003.58        249.03    1631184.03      1.75452     -1.75731     1.0000     0.8870     0.8870
    128       128       6       1020.41        249.03    1190899.90      3.06881     -0.31701     1.0000     0.6660     0.6660
    128       128       9        968.45        249.03    1032106.44      3.64435      0.43377     1.0000     0.4400     0.4400
    128       128      12        960.60        249.03    1082336.04      3.51776      0.20113     1.0000     0.4950     0.4950
    128       128      15        925.39        249.03    1074974.05      3.65192      0.26549     1.0000     0.4840     0.4840
    128       128      18        938.08        249.03    1171567.74      3.14555     -0.35789     1.0000     0.6650     0.6650
    129       129       3        840.29        131.94     849950.78      0.20940      0.88187     1.0000     0.4370     0.4370
    129       129       6        856.13        131.94     622663.31      0.03510      2.11687     1.0000     0.0880     0.0880
    129       129       9        834.55        131.94     621747.49      0.32856      2.47096     1.0000     0.0370     0.0370
    129       129      12        829.09        131.94    1040066.18      0.24329      0.36883     1.0000     0.4410     0.4410
    129       129      15        814.13        131.94     991903.60      0.07573      0.70497     1.0000     0.3330     0.3330
    129       129      18        840.03        131.94     987103.44      0.04445      0.79168     1.0000     0.2830     0.2830
    130       130       3       1027.91        249.03    1107733.87      2.78662      0.03472     1.0000     0.5930     0.5930
    130       130       6       1020.41        249.03    1190899.90      3.06881     -0.31701     1.0000     0.6910     0.6910
    130       130       9       1017.19        249.03    1024953.29      3.66741      0.46995     1.0000     0.4140     0.4140
    130       130      12       1007.05        249.03    1154087.44      3.21501     -0.20495     1.0000     0.6490     0.6490
    130       130      15       1002.93        249.03    1151651.87      3.25721     -0.20903     1.0000     0.6020     0.6020
    130       130      18        981.47        249.03    1167535.56      3.09430     -0.33101     1.0000     0.6550     0.6550
    131       131       3        863.98        288.65    1227036.00      0.44137     -0.42477     1.0000     0.7230     0.7230
    131       131       6        843.77        288.65    1225855.40      0.12633     -0.53342     1.0000     0.7370     0.7370
    131       131       9        834.86        288.65    1018640.24      0.51434      0.43927     1.0000     0.4400     0.4400
    131       131      12        863.34        288.65     990892.66      0.59012      0.65052     1.0000     0.3640     0.3640
    131       131      15        855.41        288.65     924026.80      0.68430      1.13013     1.0000     0.2050     0.2050
    131       131      18        835.62        288.65     871143.71      0.61032      1.57400     1.0000     0.1170     0.1170
    132       132       3        991.91        189.85     127813.67      0.06521      3.38946     1.0000     0.0160     0.0160
    132       132       6        934.59        189.85     890087.34      0.69515      0.98883     1.0000     0.3110     0.3110
    132       132       9        884.52        189.85     771803.80      0.50562      1.70282     1.0000     0.1480     0.1480
    132       132      12        920.48        189.85     722108.84      0.70779      2.23990     1.0000     0.0430     0.0430
    132       132      15        900.05        189.85    1030218.92      0.02441      0.54246     1.0000     0.4080     0.4080
    132       132      18        880.62        189.85     977723.09      0.38527      0.85497     1.0000     0.2690     0.2690
    133       133       3        891.03         78.47     843105.17      0.21280      0.94067     1.0000     0.4540     0.4540
    133       133       6        927.67         78.47     776164.67      0.33447      1.48337     1.0000     0.2140     0.2140
    133       133       9        894.29         78.47     668278.47      0.59630      2.27385     1.0000     0.0580     0.0580
    133       133      12        894.35         78.47     632881.07      0.64085      2.74490     1.0000     0.0170     0.0170
    133       133      15        856.58         78.47     967702.35      0.20067      0.85656     1.0000     0.2940     0.2940
    133       133      18        840.03         78.47     987103.44      0.04445      0.79168     1.0000     0.3150     0.3150
    134       134       3        891.03         58.12     843105.17      0.21280      0.94067     1.0000     0.4480     0.4480
    134       134       6        927.67         58.12     776164.67      0.33447      1.48337     1.0000     0.2110     0.2110
    134       134       9        955.48         58.12     692534.30      0.50658      2.15117     1.0000     0.0540     0.0540
    134       134      12        894.35         58.12     632881.07      0.64085      2.74490     1.0000     0.0210     0.0210
    134       134      15        882.51         58.12     994978.74      0.32674      0.68571     1.0000     0.3300     0.3300
    134       134      18        840.03         58.12     987103.44      0.04445      0.79168     1.0000     0.3110     0.3110
    135       135       3       1379.83        129.85    1288676.19      0.36434     -0.49427     1.0000     0.7150     0.7150
    135       135       6       1390.25        129.85    1203754.74      1.55937     -0.26565     1.0000     0.6410     0.6410
    135       135       9       1317.08        129.85    1118472.52      1.31647      0.11298     1.0000     0.5280     0.5280
    135       135      12       1242.71        129.85    1144034.44      2.35956     -0.04685     1.0000     0.5650     0.5650
    135       135      15       1195.11        129.85    1229887.46      3.55360     -0.57422     1.0000     0.7380     0.7380
    135       135      18       1192.20        129.85    1143488.55      3.73196     -0.05159     1.0000     0.5960     0.5960
    136       136       3       1031.58        249.03    1257378.75      2.14436     -0.47759     1.0000     0.6960     0.6960
    136       136       6       1020.41        249.03    1190899.90      3.06881     -0.31701     1.0000     0.6860     0.6860
    136       136       9       1032.90        249.03     998828.70      3.36169      0.60208     1.0000     0.3820     0.3820
    136       136      12       1060.27        249.03     943362.02      3.77910      0.98768     1.0000     0.2880     0.2880
    136       136      15       1049.03        249.03     870781.17      3.89341      1.52914     1.0000     0.1390     0.1390
    136       136      18       1031.48        249.03    1034864.65      3.21985      0.55330     1.0000     0.3620     0.3620
    137       137       3        934.96        273.86     996570.62      0.11041      0.41528     1.0000     0.5340     0.5340
    137       137       6        908.11        273.86    1284665.66      0.48814     -0.72405     1.0000     0.7530     0.7530
    137       137       9        903.67        273.86    1075389.90      0.94100      0.21487     1.0000     0.5240     0.5240
    137       137      12        932.80        273.86     933863.28      1.15183      1.04144     1.0000     0.2560     0.2560
    137       137      15        925.01        273.86     886497.52      0.98635      1.43188     1.0000     0.1460     0.1460
    137       137      18        931.55        273.86     831521.89      1.23487      1.90867     1.0000     0.0830     0.0830
    138       138       3       1032.58        348.00     729613.60      0.35259      1.32920     1.0000     0.3530     0.3530
    138       138       6        961.81        348.00     708142.48      0.47510      1.77866     1.0000     0.1400     0.1400
    138       138       9        952.24        348.00     852289.14      0.98948      1.34321     1.0000     0.2030     0.2030
    138       138      12        951.93        348.00     760861.41      0.86102      2.02057     1.0000     0.0730     0.0730
    138       138      15        885.48        348.00    1045393.51      0.12810      0.36992     1.0000     0.4360     0.4360
    138       138      18        918.58        348.00     971531.96      0.37591      0.97544     1.0000     0.2560     0.2560
    139       139       3       1196.88        300.08    1183081.15      1.54259     -0.15992     1.0000     0.6670     0.6670
    139       139       6       1114.23        300.08    1124238.17      3.07002      0.04866     1.0000     0.5550     0.5550
    139       139       9       1104.56        300.08    1035273.41      3.14691      0.49960     1.0000     0.4310     0.4310
    139       139      12       1172.41        300.08     922389.83      3.41518      1.18798     1.0000     0.2200     0.2200
    139       139      15       1166.09        300.08     858395.05      3.99441      1.68882     1.0000     0.1050     0.1050
    139       139      18       1159.60        300.08     955133.94      3.62903      1.18425     1.0000     0.1990     0.1990
    140       140       3       1094.87        282.01     739381.05      0.37429      1.33533     1.0000     0.3330     0.3330
    140       140       6       1093.12        282.01     740998.09      0.83001      1.68631     1.0000     0.1760     0.1760
    140       140       9       1115.82        282.01     739459.60      0.83355      1.97230     1.0000     0.0870     0.0870
    140       140      12       1112.84        282.01    1059597.16      2.00151      0.42357     1.0000     0.4370     0.4370
    140       140      15       1070.51        282.01    1070800.83      2.78511      0.39490     1.0000     0.4240     0.4240
    140       140      18       1027.46        282.01    1196212.66      2.56738     -0.52216     1.0000     0.6700     0.6700
    141       141       3       1102.72         92.65     129839.64      0.04171      3.38947     1.0000     0.0070     0.0070
    141       141       6       1224.47         92.65     298570.87      0.11277      3.57688     1.0000     0.0020     0.0020
    141       141       9       1147.79         92.65     725495.42      0.69163      2.04182     1.0000     0.0730     0.0730
    141       141      12       1177.12         92.65     679731.92      1.22637      2.53987     1.0000     0.0240     0.0240
    141       141      15       1233.06         92.65     667065.30      1.14138      2.85436     1.0000     0.0130     0.0130
    141       141      18       1225.14         92.65     673955.40      1.54678      3.02914     1.0000     0.0090     0.0090
    142       142       3       1254.08         10.22     550357.16      0.30870      1.97234     1.0000     0.2080     0.2080
    142       142       6       1223.16         10.22     763938.59      0.68344      1.58828     1.0000     0.1810     0.1810
    142       142       9       1286.66         10.22     727440.03      1.52197      2.05008     1.0000     0.0990     0.0990
    142       142      12       1239.85         10.22     709612.59      1.68641      2.37340     1.0000     0.0420     0.0420
    142       142      15       1195.39         10.22    1077864.83      2.85038      0.35186     1.0000     0.4570     0.4570
    142       142      18       1189.46         10.22     983716.80      3.16932      0.99671     1.0000     0.2640     0.2640
    143       143       3       1301.88        289.29     306686.05      0.81677      2.79862     1.0000     0.0580     0.0580
    143       143       6       1313.28        289.29     799789.83      0.72997      1.45201     1.0000     0.1930     0.1930
    143       143       9       1288.11        289.29     711664.56      1.44236      2.12823     1.0000     0.0650     0.0650
    143       143      12       1291.16        289.29     622710.13      1.79220      2.87474     1.0000     0.0110     0.0110
    143       143      15       1289.86        289.29     771741.52      2.66072      2.23998     1.0000     0.0390     0.0390
    143       143      18       1269.08        289.29     931926.88      3.32776      1.33652     1.0000     0.1690     0.1690
    144       144       3       1154.17         91.82     805504.19      0.65756      1.11250     1.0000     0.3860     0.3860
    144       144       6       1187.32         91.82     709115.98      0.75398      1.82255     1.0000     0.1540     0.1540
    144       144       9       1167.13         91.82     592413.73      0.64761      2.70437     1.0000     0.0280     0.0280
    144       144      12       1132.18         91.82     714991.67      0.44948      2.34343     1.0000     0.0430     0.0430
    144       144      15       1133.14         91.82    1071227.79      0.11622      0.39230     1.0000     0.4440     0.4440
    144       144      18       1119.45         91.82    1034366.59      0.44080      0.66439     1.0000     0.3180     0.3180
    145       145       3        610.93          2.43    1081357.63      0.69433     -0.01814     1.0000     0.6540     0.6540
    145       145       6        622.66          2.43    1056151.58      0.14113      0.15433     1.0000     0.5480     0.5480
    145       145       9        615.39          2.43    1193594.93      0.63794     -0.61640     1.0000     0.7400     0.7400
    145       145      12        599.90          2.43    1119032.66      0.53604     -0.25147     1.0000     0.6320     0.6320
    145       145      15        627.67          2.43    1049474.62      0.49266      0.26236     1.0000     0.4240     0.4240
    145       145      18        608.54          2.43     977542.30      0.53053      0.68341     1.0000     0.3130     0.3130
    146       146       3        708.83         17.28     205423.95      0.46059      3.10633     1.0000     0.0300     0.0300
    146       146       6        839.60         17.28     749897.70      0.84660      1.55783     1.0000     0.1880     0.1880
    146       146       9        770.79         17.28     670101.44      1.34937      2.22344     1.0000     0.0630     0.0630
    146       146      12        806.63         17.28     648375.10      1.31268      2.61261     1.0000     0.0220     0.0220
    146       146      15        751.33         17.28    1019194.35      0.50313      0.53403     1.0000     0.4070     0.4070
    146       146      18        703.66         17.28     973816.64      0.97814      0.79937     1.0000     0.3010     0.3010
    147       147       3       1594.78        157.35     233694.24      0.99127      3.03865     1.0000     0.0440     0.0440
    147       147       6       1625.65        157.35     786184.88      0.85730      1.48969     1.0000     0.2220     0.2220
    147       147       9       1643.88        157.35     748699.67      1.74040      1.92238     1.0000     0.0950     0.0950
    147       147      12       1601.60        157.35     646754.76      2.10647      2.71981     1.0000     0.0180     0.0180
    147       147      15       1606.32        157.35     949658.65      2.33330      1.12678     1.0000     0.2220     0.2220
    147       147      18       1603.78        157.35     895442.85      2.50131      1.56972     1.0000     0.1200     0.1200
    148       148       3       3882.48        209.67     377890.20      0.48148      2.58774     1.0000     0.0960     0.0960
    148       148       6       3819.03        209.67    1806795.36      0.07062     -2.66072     1.0000     0.9670     0.9670
    148       148       9       3839.88        209.67    1508774.71      0.82528     -1.65603     1.0000     0.9030     0.9030
    148       148      12       3850.99        209.67    1326453.47      1.17396     -0.86472     1.0000     0.7690     0.7690
    148       148      15       3815.77        209.67    1481451.41      0.27189     -1.86438     1.0000     0.9300     0.9300
    148       148      18       3832.45        209.67    1601732.34      0.66473     -2.77607     1.0000     0.9800     0.9800
    149       149       3       1256.84         10.22     948089.13      0.04008      0.63199     1.0000     0.4900     0.4900
    149       149       6       1175.86         10.22     785057.30      0.28084      1.49804     1.0000     0.1770     0.1770
    149       149       9       1187.09         10.22     760423.31      1.07053      1.86794     1.0000     0.1020     0.1020
    149       149      12       1225.13         10.22     707849.86      1.57975      2.38322     1.0000     0.0420     0.0420
    149       149      15       1211.10         10.22     742577.83      1.59146      2.39435     1.0000     0.0350     0.0350
    149       149      18       1225.38         10.22     873857.19      1.78591      1.71753     1.0000     0.0990     0.0990
    150       150       3       1254.08         95.39     550357.16      0.30870      1.97234     1.0000     0.2310     0.2310
    150       150       6       1278.62         95.39     790274.13      0.72446      1.49247     1.0000     0.2130     0.2130
    150       150       9       1286.66         95.39     727440.03      1.52197      2.05008     1.0000     0.0830     0.0830
    150       150      12       1264.78         95.39     707039.65      1.63637      2.38774     1.0000     0.0250     0.0250
    150       150      15       1221.77         95.39     654989.52      1.88894      2.92792     1.0000     0.0130     0.0130
    150       150      18       1255.63         95.39     871088.34      2.78011      1.73570     1.0000     0.1110     0.1110
    151       151       3       1254.08         85.17     550357.16      0.30870      1.97234     1.0000     0.2180     0.2180
    151       151       6       1278.62         85.17     790274.13      0.72446      1.49247     1.0000     0.2280     0.2280
    151       151       9       1286.66         85.17     727440.03      1.52197      2.05008     1.0000     0.0950     0.0950
    151       151      12       1264.78         85.17     707039.65      1.63637      2.38774     1.0000     0.0360     0.0360
    151       151      15       1261.56         85.17     647995.17      2.09622      2.97053     1.0000     0.0070     0.0070
    151       151      18       1293.27         85.17     606807.81      2.23450      3.48943     1.0000     0.0010     0.0010
    152       152       3       1461.50        408.73     265936.71      0.96372      2.93527     1.0000     0.0480     0.0480
    152       152       6       1456.39        408.73     289123.96      1.66697      3.62337     1.0000     0.0030     0.0030
    152       152       9       1440.50        408.73     252655.40      2.05503      4.40208     1.0000     0.0010     0.0010
    152       152      12       1479.37        408.73     816412.94      2.35905      1.80093     1.0000     0.1040     0.1040
    152       152      15       1488.83        408.73     734299.75      2.54311      2.46694     1.0000     0.0210     0.0210
    152       152      18       1436.95        408.73     807144.95      3.32780      2.18148     1.0000     0.0400     0.0400
    153       153       3       1320.73         10.22    1017149.45      0.00640      0.41624     1.0000     0.5870     0.5870
    153       153       6       1387.30         10.22     853290.10      0.91698      1.22453     1.0000     0.2570     0.2570
    153       153       9       1337.03         10.22     709710.68      1.39057      2.13791     1.0000     0.0680     0.0680
    153       153      12       1426.03         10.22     617058.98      1.80216      2.90606     1.0000     0.0090     0.0090
    153       153      15       1427.18         10.22     645392.29      2.49023      3.00586     1.0000     0.0060     0.0060
    153       153      18       1440.10         10.22     775205.12      2.10366      2.39001     1.0000     0.0370     0.0370
    154       154       3       1400.61        247.04     933630.73      0.08809      0.69630     1.0000     0.4810     0.4810
    154       154       6       1336.68        247.04     722286.09      0.26927      1.78156     1.0000     0.1660     0.1660
    154       154       9       1378.32        247.04    1327539.55      0.07075     -0.92270     1.0000     0.7660     0.7660
    154       154      12       1296.42        247.04    1177429.51      0.47757     -0.20041     1.0000     0.6070     0.6070
    154       154      15       1323.96        247.04    1140547.27      0.97358      0.00443     1.0000     0.5280     0.5280
    154       154      18       1351.60        247.04    1150456.44      0.28197     -0.05992     1.0000     0.5520     0.5520
