#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
     83        83       6        684.27        200.03     857036.85      0.05570      0.10394     1.0000     0.5600     0.5600
     83        83       9        714.62        200.03     757611.06      0.32339      0.76293     1.0000     0.3600     0.3600
     83        83      12        681.88        200.03     749524.89      0.06924      0.91218     1.0000     0.2400     0.2400
     83        83      15        706.96        200.03     744345.38      0.10932      1.03833     1.0000     0.1800     0.1800
     84        84       3        681.30        108.38    1142017.78      0.21924     -1.16333     1.0000     0.7800     0.7800
     84        84       6        684.27        108.38     857036.85      0.05570      0.10394     1.0000     0.5600     0.5600
     84        84       9        636.78        108.38     745758.64      0.43369      0.82156     1.0000     0.2900     0.2900
     84        84      12        630.95        108.38     827153.08      0.63137      0.32919     1.0000     0.4000     0.4000
     84        84      15        621.72        108.38     793342.89      0.36522      0.62801     1.0000     0.3900     0.3900
     85        85       3        713.16        194.37     563769.26      0.13937      1.36348     1.0000     0.3000     0.3000
     85        85       6        683.26        194.37     642070.48      0.28617      1.29505     1.0000     0.2300     0.2300
     85        85       9        673.18        194.37     720506.75      0.22763      1.00246     1.0000     0.3100     0.3100
     85        85      12        681.88        194.37     749524.89      0.06924      0.91218     1.0000     0.3400     0.3400
     85        85      15        697.95        194.37     705766.70      0.53617      1.34306     1.0000     0.1900     0.1900
     86        86       3       1493.61        234.58     981063.66      0.54435     -0.51728     1.0000     0.7000     0.7000
     86        86       6       1483.36        234.58     789976.17      0.31050      0.41704     1.0000     0.4900     0.4900
     86        86       9       1511.91        234.58     774411.63      0.08279      0.49287     1.0000     0.4800     0.4800
     86        86      12       1555.41        234.58     702198.66      0.59945      1.09008     1.0000     0.2200     0.2200
     86        86      15       1561.26        234.58     778187.87      0.57036      0.57229     1.0000     0.4500     0.4500
     87        87       3       2261.61        231.68    1147653.14      0.51864     -1.55877     1.0000     0.8500     0.8500
     87        87       6       2298.67        231.68     833065.83      0.74715     -0.21011     1.0000     0.5500     0.5500
     87        87       9       2183.79        231.68     747901.24      0.95062      0.46862     1.0000     0.3300     0.3300
     87        87      12       2238.51        231.68     903454.81      1.63133     -0.68240     1.0000     0.7700     0.7700
     87        87      15       2265.56        231.68     966175.84      1.01770     -1.27823     1.0000     0.9000     0.9000
     88        88       3       1458.03        234.58     981243.81      0.54588     -0.51807     1.0000     0.7300     0.7300
     88        88       6       1411.63        234.58     884445.00      0.05005     -0.11340     1.0000     0.5900     0.5900
     88        88       9       1449.38        234.58     814263.58      0.24376      0.32699     1.0000     0.4700     0.4700
     88        88      12       1421.96        234.58     766555.61      0.90380      0.71517     1.0000     0.3100     0.3100
     88        88      15       1426.13        234.58     812640.19      0.98900      0.41310     1.0000     0.3500     0.3500
     89        89       3       3206.74        494.85    1135423.45      0.32042     -1.79969     1.0000     0.8700     0.8700
     89        89       6       3056.59        494.85    1054088.36      1.00659     -1.77094     1.0000     0.9100     0.9100
     89        89       9       2913.11        494.85     949441.39      0.95270     -1.21873     1.0000     0.8600     0.8600
     89        89      12       2755.16        494.85     929667.20      1.32981     -1.20366     1.0000     0.8600     0.8600
     89        89      15       2662.58        494.85     940887.79      0.56659     -1.41551     1.0000     0.8400     0.8400
     90        90       3       2906.45        634.27     788313.56      1.50117     -0.03549     1.0000     0.5800     0.5800
     90        90       6       3018.29        634.27     601259.67      1.77753      1.11715     1.0000     0.3000     0.3000
     90        90       9       2913.11        634.27     949441.39      0.95270     -1.21873     1.0000     0.7800     0.7800
     90        90      12       2758.74        634.27    1026428.70      0.99469     -1.98744     1.0000     0.9200     0.9200
     90        90      15       2685.11        634.27     939503.70      1.05583     -1.40325     1.0000     0.9000     0.9000
     91        91       3       2228.92        239.36     453929.08      0.99602      1.69679     1.0000     0.1800     0.1800
     91        91       6       2298.74        239.36    1124172.95      0.63189     -1.97927     1.0000     0.9500     0.9500
     91        91       9       2319.37        239.36    1081186.00      0.96733     -2.00159     1.0000     0.9000     0.9000
     91        91      12       2212.34        239.36     994587.07      0.46870     -1.38942     1.0000     0.8900     0.8900
     91        91      15       2169.92        239.36     904921.29      0.65223     -0.75860     1.0000     0.7800     0.7800
     92        92       3       2491.34        150.80    1325083.79      1.02715     -2.52385     1.0000     0.9500     0.9500
     92        92       6       2496.99        150.80     979909.00      1.95123     -1.10253     1.0000     0.8200     0.8200
     92        92       9       2594.56        150.80    1022723.47      1.48434     -1.58765     1.0000     0.8600     0.8600
     92        92      12       2569.83        150.80     911995.93      1.57241     -0.89933     1.0000     0.7700     0.7700
     92        92      15       2560.35        150.80     963676.83      0.71218     -1.43112     1.0000     0.9000     0.9000
     93        93       3       3041.25        357.22     226682.22      0.60748      2.70368     1.0000     0.1200     0.1200
     93        93       6       2988.05        357.22     650116.15      1.45809      0.81361     1.0000     0.3700     0.3700
     93        93       9       2962.67        357.22     919713.23      0.58827     -1.00355     1.0000     0.8200     0.8200
     93        93      12       2841.56        357.22     929364.39      0.54468     -1.20120     1.0000     0.8400     0.8400
     93        93      15       2773.62        357.22     857815.74      1.02988     -0.67974     1.0000     0.6400     0.6400
     94        94       3        859.08        273.91     502713.61      1.29893      1.64914     1.0000     0.3400     0.3400
     94        94       6        912.45        273.91    1276957.87      0.03516     -2.16206     1.0000     0.9700     0.9700
     94        94       9        943.26        273.91    1233446.61      1.45267     -2.24044     1.0000     0.9800     0.9800
     94        94      12        881.54        273.91    1087359.54      1.69033     -1.46090     1.0000     0.9200     0.9200
     94        94      15        847.05        273.91     993371.64      2.13472     -0.89991     1.0000     0.8500     0.8500
     95        95       3        977.70         16.67    2123260.90      0.44741     -5.37147     1.0000     0.9900     0.9900
     95        95       6        946.10         16.67    1480026.11      0.18954     -3.27759     1.0000     1.0000     1.0000
     95        95       9        952.76         16.67    1279186.21      0.38356     -2.53318     1.0000     0.9700     0.9700
     95        95      12        949.57         16.67    1168164.16      0.11286     -2.03963     1.0000     0.9500     0.9500
     95        95      15        956.79         16.67    1122045.80      0.39559     -1.86905     1.0000     0.9400     0.9400
     96        96       3        563.14         72.26     475455.46      0.91427      1.74167     1.0000     0.3100     0.3100
     96        96       6        561.27         72.26     729129.32      0.12456      0.79765     1.0000     0.3900     0.3900
     96        96       9        584.82         72.26     695772.05      0.68865      1.14545     1.0000     0.2000     0.2000
     96        96      12        563.91         72.26     762664.36      0.42856      0.79679     1.0000     0.3200     0.3200
     96        96      15        582.49         72.26     749239.10      0.36268      0.97768     1.0000     0.3300     0.3300
     97        97       3       1679.41         16.59     416225.96      0.76921      1.94942     1.0000     0.2100     0.2100
     97        97       6       1718.64         16.59     717017.87      0.02090      0.75134     1.0000     0.3500     0.3500
     97        97       9       1710.35         16.59     718126.54      0.42494      0.86796     1.0000     0.4100     0.4100
     97        97      12       1704.91         16.59     727466.43      0.46719      0.90165     1.0000     0.2900     0.2900
     97        97      15       1702.25         16.59     924400.61      1.02960     -0.61999     1.0000     0.7300     0.7300
     98        98       3        438.41        187.03     961471.07      0.01296     -0.42352     1.0000     0.7400     0.7400
     98        98       6        490.10        187.03     721302.56      0.44526      0.82558     1.0000     0.3600     0.3600
     98        98       9        490.61        187.03     787956.73      0.57747      0.52828     1.0000     0.3700     0.3700
     98        98      12        449.99        187.03     733847.16      1.04438      0.96344     1.0000     0.2400     0.2400
     98        98      15        491.50        187.03     861273.30      0.16802      0.06287     1.0000     0.5200     0.5200
     99        99       3       2490.92        294.96     175175.62      1.07673      2.98744     1.0000     0.0500     0.0500
     99        99       6       2552.44        294.96     492101.81      1.00686      1.86205     1.0000     0.1200     0.1200
     99        99       9       2395.03        294.96     854059.26      0.28387     -0.39344     1.0000     0.6600     0.6600
     99        99      12       2281.41        294.96     811251.34      0.00409      0.03293     1.0000     0.5700     0.5700
     99        99      15       2366.04        294.96     887501.03      0.35115     -0.77115     1.0000     0.7600     0.7600
    100       100       3        622.54        148.92     975962.98      0.05520     -0.45356     1.0000     0.6300     0.6300
    100       100       6        666.82        148.92     732459.71      0.05064      0.79421     1.0000     0.3800     0.3800
    100       100       9        642.37        148.92     720338.51      0.60007      0.98627     1.0000     0.3100     0.3100
    100       100      12        665.14        148.92     783574.65      0.18784      0.66620     1.0000     0.3400     0.3400
    100       100      15        663.77        148.92     733218.88      0.47102      1.12622     1.0000     0.2700     0.2700
    101       101       3       1017.91         19.50    1212545.92      0.85625     -1.41388     1.0000     0.8800     0.8800
    101       101       6        978.09         19.50    1445685.73      0.61134     -3.08894     1.0000     0.9700     0.9700
    101       101       9        963.26         19.50    1244555.31      1.55297     -2.31154     1.0000     0.9900     0.9900
    101       101      12        934.79         19.50    1140003.67      1.63766     -1.83794     1.0000     0.9200     0.9200
    101       101      15        932.42         19.50    1111975.14      0.92760     -1.79018     1.0000     0.9000     0.9000
    102       102       3       1515.23        145.91     375116.12      1.25765      2.13486     1.0000     0.1700     0.1700
    102       102       6       1534.73        145.91     665062.16      0.83133      1.04853     1.0000     0.3800     0.3800
    102       102       9       1595.31        145.91     981353.46      1.42374     -0.88623     1.0000     0.7600     0.7600
    102       102      12       1561.03        145.91    1060252.52      2.02259     -1.58014     1.0000     0.9200     0.9200
    102       102      15       1573.63        145.91    1016367.05      1.93045     -1.36992     1.0000     0.9000     0.9000
    103       103       3       2490.92        224.68     175175.62      1.07673      2.98744     1.0000     0.0500     0.0500
    103       103       6       2253.60        224.68     829933.43      0.60919     -0.08591     1.0000     0.5600     0.5600
    103       103       9       2379.30        224.68     709308.58      0.65334      0.63146     1.0000     0.4200     0.4200
    103       103      12       2233.75        224.68     899704.66      1.14325     -0.65331     1.0000     0.7500     0.7500
    103       103      15       2176.74        224.68     942070.11      0.65223     -1.07374     1.0000     0.9200     0.9200
    104       104       3       2763.90        243.18     350808.42      0.67835      2.10816     1.0000     0.1500     0.1500
    104       104       6       2702.90        243.18     316719.06      1.33173      2.88498     1.0000     0.0100     0.0100
    104       104       9       2561.35        243.18     491392.21      1.09599      2.17441     1.0000     0.1000     0.1000
    104       104      12       2510.42        243.18     629900.20      1.00941      1.33583     1.0000     0.1400     0.1400
    104       104      15       2432.70        243.18     741917.50      0.12738      0.49016     1.0000     0.3400     0.3400
    105       105       3       1915.88        274.52    1159702.22      0.57809     -1.50676     1.0000     0.8500     0.8500
    105       105       6       1836.98        274.52    1295586.91      0.46377     -2.70306     1.0000     0.9800     0.9800
    105       105       9       1835.85        274.52    1271816.28      1.34398     -2.98770     1.0000     1.0000     1.0000
    105       105      12       1833.45        274.52    1111935.65      2.04917     -2.12776     1.0000     0.9500     0.9500
    105       105      15       1831.89        274.52    1061273.57      1.54506     -1.90537     1.0000     0.9700     0.9700
    106       106       3       1017.91         21.01    1212545.92      0.85625     -1.41388     1.0000     0.8400     0.8400
    106       106       6        978.09         21.01    1445685.73      0.61134     -3.08894     1.0000     1.0000     1.0000
    106       106       9        963.26         21.01    1244555.31      1.55297     -2.31154     1.0000     0.9700     0.9700
    106       106      12        934.79         21.01    1140003.67      1.63766     -1.83794     1.0000     0.9300     0.9300
    106       106      15        978.07         21.01    1103192.41      1.06018     -1.72140     1.0000     0.9400     0.9400
    107       107       3        470.08        302.15     782672.70      0.46115      0.36693     1.0000     0.6200     0.6200
    107       107       6        454.16        302.15     931634.99      0.47142     -0.36977     1.0000     0.7100     0.7100
    107       107       9        442.78        302.15     945969.91      0.70066     -0.52443     1.0000     0.6700     0.6700
    107       107      12        462.55        302.15     873222.49      0.45501     -0.05519     1.0000     0.5600     0.5600
    107       107      15        472.79        302.15     849477.98      0.72547      0.12941     1.0000     0.4900     0.4900
    108       108       3       1920.97         93.16    1161951.38      0.34335     -1.51710     1.0000     0.8200     0.8200
    108       108       6       1919.31         93.16    1251105.44      0.63036     -2.44365     1.0000     0.9300     0.9300
    108       108       9       1933.64         93.16    1090845.83      0.53067     -1.75809     1.0000     0.9200     0.9200
    108       108      12       1854.80         93.16    1159329.31      1.04954     -2.48812     1.0000     0.9800     0.9800
    108       108      15       1898.43         93.16    1099158.23      0.95049     -2.22034     1.0000     0.9800     0.9800
    109       109       3        697.36        112.01     711386.72      0.79936      0.71843     1.0000     0.4600     0.4600
    109       109       6        730.60        112.01     558840.00      1.96261      1.75623     1.0000     0.1700     0.1700
    109       109       9        757.92        112.01     677829.36      1.77726      1.29405     1.0000     0.2500     0.2500
    109       109      12        822.23        112.01     836045.60      1.46900      0.30935     1.0000     0.4300     0.4300
    109       109      15        833.72        112.01     941890.78      1.91096     -0.49475     1.0000     0.7500     0.7500
    110       110       3        686.94         36.75     565220.76      0.54320      1.35714     1.0000     0.2400     0.2400
    110       110       6        700.23         36.75     523773.26      1.44473      1.95053     1.0000     0.1100     0.1100
    110       110       9        759.43         36.75     528194.65      2.17399      2.25646     1.0000     0.0500     0.0500
    110       110      12        782.53         36.75     954470.64      1.17784     -0.54302     1.0000     0.7500     0.7500
    110       110      15        767.72         36.75    1013624.65      1.45147     -1.05930     1.0000     0.8000     0.8000
    111       111       3        641.32         36.75     817411.50      0.85678      0.24185     1.0000     0.5500     0.5500
    111       111       6        587.33         36.75     921876.19      0.62401     -0.27431     1.0000     0.6300     0.6300
    111       111       9        635.18         36.75     775459.29      1.32595      0.62912     1.0000     0.2800     0.2800
    111       111      12        632.88         36.75     790033.88      1.05040      0.59834     1.0000     0.3600     0.3600
    111       111      15        601.04         36.75     851666.75      0.62248      0.16559     1.0000     0.5500     0.5500
    112       112       3       1859.11        239.36    1608790.91      0.92699     -3.57223     1.0000     0.9800     0.9800
    112       112       6       1809.94        239.36    1176609.21      0.96220     -2.00919     1.0000     0.9400     0.9400
    112       112       9       1836.43        239.36    1185107.47      1.92281     -2.39855     1.0000     1.0000     1.0000
    112       112      12       1829.48        239.36    1263916.12      0.58917     -3.28334     1.0000     1.0000     1.0000
    112       112      15       1829.32        239.36    1163270.82      0.47862     -2.75337     1.0000     0.9700     0.9700
    113       113       3        641.32         13.58     817411.50      0.85678      0.24185     1.0000     0.5700     0.5700
    113       113       6        683.49         13.58     548610.10      1.81573      1.81291     1.0000     0.1800     0.1800
    113       113       9        680.42         13.58     762504.89      1.47386      0.73134     1.0000     0.3500     0.3500
    113       113      12        632.88         13.58     790033.88      1.05040      0.59834     1.0000     0.3900     0.3900
    113       113      15        677.97         13.58     786610.15      1.31624      0.70448     1.0000     0.4300     0.4300
    114       114       3        562.77        197.34     766286.96      0.09301      0.46608     1.0000     0.4700     0.4700
    114       114       6        602.71        197.34     728608.96      0.77272      0.80055     1.0000     0.4900     0.4900
    114       114       9        623.89        197.34     688295.96      0.44668      1.19389     1.0000     0.2800     0.2800
    114       114      12        599.30        197.34     783516.04      0.26191      0.64560     1.0000     0.3600     0.3600
    114       114      15        584.13        197.34     817346.84      0.16135      0.43770     1.0000     0.4300     0.4300
    115       115       3       1841.17         93.16     691581.20      2.03399      0.64626     1.0000     0.5700     0.5700
    115       115       6       1836.98         93.16    1295586.91      0.46377     -2.70306     1.0000     0.9900     0.9900
    115       115       9       1764.08         93.16    1303003.62      1.05400     -3.19960     1.0000     1.0000     1.0000
    115       115      12       1761.50         93.16    1242183.83      0.77991     -3.11810     1.0000     0.9800     0.9800
    115       115      15       1742.62         93.16    1130821.08      1.38356     -2.48359     1.0000     0.9700     0.9700
    116       116       3        959.52        153.08    1038550.48      0.29654     -0.67224     1.0000     0.8000     0.8000
    116       116       6        941.83        153.08    1117592.62      1.46998     -1.28661     1.0000     0.8600     0.8600
    116       116       9        989.18        153.08    1039355.83      0.85851     -0.98287     1.0000     0.7300     0.7300
    116       116      12        966.77        153.08    1008060.34      1.17862     -0.89296     1.0000     0.7300     0.7300
    116       116      15        925.91        153.08     908513.09      1.21485     -0.19682     1.0000     0.6500     0.6500
    117       117       3       2308.48        322.30     639973.23      0.09502      0.75975     1.0000     0.4600     0.4600
    117       117       6       2187.89        322.30     863782.49      0.38756     -0.28733     1.0000     0.6500     0.6500
    117       117       9       2079.12        322.30     841655.57      0.38778     -0.18136     1.0000     0.6000     0.6000
    117       117      12       2151.12        322.30     804289.26      0.30567      0.08695     1.0000     0.5900     0.5900
    117       117      15       2121.06        322.30     840613.89      0.17724     -0.21308     1.0000     0.6000     0.6000
    118       118       3       1927.88        284.45    1072546.36      0.00554     -1.10590     1.0000     0.8400     0.8400
    118       118       6       1994.32        284.45     917530.80      1.18170     -0.60717     1.0000     0.6200     0.6200
    118       118       9       1953.30        284.45     844907.99      1.09481     -0.08706     1.0000     0.5500     0.5500
    118       118      12       1892.07        284.45     876841.19      1.47799     -0.34023     1.0000     0.6700     0.6700
    118       118      15       1860.53        284.45    1018487.12      0.71144     -1.54965     1.0000     0.8700     0.8700
    119       119       3       1143.38        231.00      64507.65      1.20864      3.54598     1.0000     0.0100     0.0100
    119       119       6       1059.03        231.00    1230532.83      0.73141     -1.89140     1.0000     0.9400     0.9400
    119       119       9       1039.78        231.00    1053875.08      0.26132     -1.07557     1.0000     0.8300     0.8300
    119       119      12       1076.09        231.00    1185275.61      1.07735     -2.14255     1.0000     0.9100     0.9100
    119       119      15       1113.95        231.00    1099607.90      1.14930     -1.67341     1.0000     0.9500     0.9500
    120       120       3        949.20        117.48    1342910.71      1.02256     -1.99080     1.0000     0.9000     0.9000
    120       120       6        990.67        117.48    1070468.85      0.42581     -1.01414     1.0000     0.8800     0.8800
    120       120       9        962.00        117.48     964359.20      0.51907     -0.51827     1.0000     0.6400     0.6400
    120       120      12        962.14        117.48     958552.00      0.93499     -0.53838     1.0000     0.7000     0.7000
    120       120      15        926.29        117.48     989762.67      0.66669     -0.83310     1.0000     0.7700     0.7700
    121       121       3        658.91         56.97     516887.76      0.45581      1.56834     1.0000     0.2600     0.2600
    121       121       6        638.95         56.97     897133.46      0.74855     -0.13670     1.0000     0.6400     0.6400
    121       121       9        663.45         56.97     870056.62      0.25774      0.03704     1.0000     0.4900     0.4900
    121       121      12        654.50         56.97     815049.97      0.83303      0.43883     1.0000     0.4200     0.4200
    121       121      15        679.83         56.97     752271.73      0.73076      0.97572     1.0000     0.2400     0.2400
    122       122       3       1017.91         11.57    1212545.92      0.85625     -1.41388     1.0000     0.8100     0.8100
    122       122       6        977.77         11.57     985131.73      0.99421     -0.55896     1.0000     0.7400     0.7400
    122       122       9        976.19         11.57     987703.55      1.38118     -0.66767     1.0000     0.7200     0.7200
    122       122      12        954.20         11.57    1168136.53      0.52110     -2.03943     1.0000     0.9300     0.9300
    122       122      15        954.11         11.57    1176542.95      1.53185     -2.29583     1.0000     0.9600     0.9600
    123       123       3       2067.29        160.94    1155811.71      0.55426     -1.59706     1.0000     0.8600     0.8600
    123       123       6       1994.32        160.94     917530.80      1.18170     -0.60717     1.0000     0.7800     0.7800
    123       123       9       1984.59        160.94     834445.53      1.02809     -0.13137     1.0000     0.5700     0.5700
    123       123      12       1884.84        160.94     822822.03      0.69307      0.07050     1.0000     0.5600     0.5600
    123       123      15       1865.04        160.94     840868.41      1.69397     -0.07295     1.0000     0.5000     0.5000
    124       124       3       1150.84        162.72     591148.87      0.69634      1.25154     1.0000     0.3800     0.3800
    124       124       6       1082.60        162.72    1045827.04      0.33316     -0.87909     1.0000     0.7800     0.7800
    124       124       9       1100.89        162.72    1022074.67      0.64670     -0.87252     1.0000     0.7800     0.7800
    124       124      12       1215.88        162.72    1175946.42      0.18066     -2.14299     1.0000     0.9700     0.9700
    124       124      15       1209.35        162.72    1061724.45      0.01323     -1.44368     1.0000     0.9100     0.9100
    125       125       3       1748.39        236.72     993812.38      0.78902     -0.74378     1.0000     0.7700     0.7700
    125       125       6       1733.20        236.72     933209.19      0.75299     -0.58969     1.0000     0.7200     0.7200
    125       125       9       1775.80        236.72     972795.35      1.16730     -0.95599     1.0000     0.8500     0.8500
    125       125      12       1774.08        236.72     897994.05      1.36315     -0.50106     1.0000     0.7000     0.7000
    125       125      15       1773.52        236.72     850306.35      1.07504     -0.15141     1.0000     0.5500     0.5500
    126       126       3       1577.08        136.05    1069802.71      0.59500     -0.99889     1.0000     0.8300     0.8300
    126       126       6       1642.77        136.05     956909.47      0.85880     -0.62085     1.0000     0.6500     0.6500
    126       126       9       1604.23        136.05    1209573.82      0.14719     -2.40713     1.0000     0.9500     0.9500
    126       126      12       1642.47        136.05    1205160.48      1.32227     -2.66080     1.0000     0.9700     0.9700
    126       126      15       1600.92        136.05    1129782.20      0.78535     -2.29476     1.0000     0.9600     0.9600
    127       127       3        565.34        176.69    1079728.80      0.51346     -0.90867     1.0000     0.7400     0.7400
    127       127       6        520.42        176.69     930707.12      0.58690     -0.34356     1.0000     0.6000     0.6000
    127       127       9        521.61        176.69     877729.71      0.76399     -0.05567     1.0000     0.6700     0.6700
    127       127      12        558.58        176.69     805386.29      1.31456      0.46430     1.0000     0.3900     0.3900
    127       127      15        562.30        176.69     729030.26      1.51820      1.13791     1.0000     0.2200     0.2200
    128       128       3        695.91        173.72     470209.28      0.91992      1.77232     1.0000     0.2600     0.2600
    128       128       6        681.39        173.72     551208.74      1.33966      1.79851     1.0000     0.1000     0.1000
    128       128       9        664.05        173.72     891148.03      1.01327     -0.09911     1.0000     0.6500     0.6500
    128       128      12        659.43        173.72     852101.68      1.06552      0.17116     1.0000     0.4000     0.4000
    128       128      15        622.64        173.72     787761.78      1.65415      0.67226     1.0000     0.4100     0.4100
    129       129       3        459.30         58.76     810916.89      0.03583      0.24206     1.0000     0.5800     0.5800
    129       129       6        423.51         58.76     806820.36      1.33739      0.32990     1.0000     0.5300     0.5300
    129       129       9        452.97         58.76     935887.34      0.42410     -0.45858     1.0000     0.7400     0.7400
    129       129      12        456.21         58.76     930207.25      1.47634     -0.47166     1.0000     0.6300     0.6300
    129       129      15        472.16         58.76     839056.20      1.71326      0.21269     1.0000     0.4900     0.4900
    130       130       3        667.51        115.88     503127.61      0.96664      1.62847     1.0000     0.2800     0.2800
    130       130       6        634.92        115.88     722385.16      0.20082      0.83516     1.0000     0.3700     0.3700
    130       130       9        627.71        115.88     871577.65      0.22308      0.00632     1.0000     0.5400     0.5400
    130       130      12        599.30        115.88     829416.00      0.19048      0.31278     1.0000     0.5200     0.5200
    130       130      15        565.11        115.88     788821.18      0.54250      0.66386     1.0000     0.2400     0.2400
    131       131       3       1572.62         22.85    1104738.26      0.04121     -1.15649     1.0000     0.7800     0.7800
    131       131       6       1642.77         22.85     956909.47      0.85880     -0.62085     1.0000     0.8200     0.8200
    131       131       9       1611.64         22.85     837484.06      0.96826      0.07254     1.0000     0.5100     0.5100
    131       131      12       1650.86         22.85    1129906.19      0.16849     -2.09958     1.0000     0.9400     0.9400
    131       131      15       1663.33         22.85    1067716.88      0.25975     -1.78865     1.0000     0.9800     0.9800
    132       132       3        301.62         47.61     691533.54      1.33996      0.75069     1.0000     0.4600     0.4600
    132       132       6        367.80         47.61     668260.63      1.24133      1.09106     1.0000     0.3000     0.3000
    132       132       9        380.47         47.61     843882.19      1.70178      0.11940     1.0000     0.4700     0.4700
    132       132      12        343.05         47.61     782249.05      1.49428      0.57388     1.0000     0.4400     0.4400
    132       132      15        337.64         47.61     821895.17      1.28940      0.30868     1.0000     0.5300     0.5300
    133       133       3       1572.62         10.16    1104738.26      0.04121     -1.15649     1.0000     0.8400     0.8400
    133       133       6       1642.77         10.16     956909.47      0.85880     -0.62085     1.0000     0.8000     0.8000
    133       133       9       1676.34         10.16     880235.67      1.13602     -0.21236     1.0000     0.5900     0.5900
    133       133      12       1562.60         10.16     773228.76      1.48098      0.56037     1.0000     0.4700     0.4700
    133       133      15       1619.04         10.16    1051975.27      0.70487     -1.66029     1.0000     0.9000     0.9000
    134       134       3       2819.47        708.18     842423.92      0.40973     -0.30061     1.0000     0.6900     0.6900
    134       134       6       2627.48        708.18     790996.40      1.00827      0.04556     1.0000     0.6400     0.6400
    134       134       9       2570.45        708.18     806271.74      1.30141     -0.05508     1.0000     0.6200     0.6200
    134       134      12       2474.31        708.18     775082.06      1.53602      0.18549     1.0000     0.6200     0.6200
    134       134      15       2445.55        708.18     704186.77      1.69286      0.81705     1.0000     0.4000     0.4000
    135       135       3        340.77        207.96     535633.85      0.54995      1.44422     1.0000     0.2500     0.2500
    135       135       6        373.64        207.96     607319.88      1.86520      1.43410     1.0000     0.2100     0.2100
    135       135       9        396.70        207.96     776555.70      1.13434      0.56093     1.0000     0.2900     0.2900
    135       135      12        417.43        207.96     721163.60      1.72537      1.03424     1.0000     0.2500     0.2500
    135       135      15        403.00        207.96     778789.03      1.84143      0.66845     1.0000     0.2900     0.2900
    136       136       3       1021.81         33.77    1174460.95      0.80259     -1.24926     1.0000     0.8400     0.8400
    136       136       6       1041.31         33.77    1035317.39      0.30059     -0.82149     1.0000     0.6800     0.6800
    136       136       9       1042.65         33.77     955814.39      0.08677     -0.44943     1.0000     0.6900     0.6900
    136       136      12       1036.71         33.77     851558.79      0.12108      0.24201     1.0000     0.4500     0.4500
    136       136      15       1031.75         33.77     861770.81      0.52525      0.18484     1.0000     0.4300     0.4300
    137       137       3       2819.47        444.66     842423.92      0.40973     -0.30061     1.0000     0.6500     0.6500
    137       137       6       2627.48        444.66     790996.40      1.00827      0.04556     1.0000     0.6400     0.6400
    137       137       9       2582.65        444.66     761016.99      1.40883      0.26534     1.0000     0.5100     0.5100
    137       137      12       2545.43        444.66     753417.67      1.21446      0.35715     1.0000     0.4800     0.4800
    137       137      15       2471.31        444.66     705378.14      1.71449      0.80672     1.0000     0.2300     0.2300
    138       138       3       2420.99         17.11    1002325.05      1.06683     -0.97693     1.0000     0.8500     0.8500
    138       138       6       2306.62         17.11     645287.28      1.86238      0.93108     1.0000     0.3500     0.3500
    138       138       9       2278.86         17.11     673573.75      2.31218      0.98392     1.0000     0.2800     0.2800
    138       138      12       2197.37         17.11     763131.31      2.46793      0.40626     1.0000     0.4200     0.4200
    138       138      15       2268.16         17.11     750385.52      2.62696      0.55234     1.0000     0.4400     0.4400
    139       139       3       2484.55         17.11     291339.04      1.74609      2.43069     1.0000     0.0800     0.0800
    139       139       6       2516.07         17.11     832638.49      1.47768     -0.20752     1.0000     0.6400     0.6400
    139       139       9       2458.96         17.11     692853.24      1.76059      0.74797     1.0000     0.3800     0.3800
    139       139      12       2398.37         17.11     809664.53      1.68588     -0.08852     1.0000     0.6100     0.6100
    139       139      15       2375.66         17.11     760975.84      2.01441      0.32504     1.0000     0.3400     0.3400
    140       140       3       1826.89        111.24     508944.24      1.68192      1.48625     1.0000     0.2700     0.2700
    140       140       6       1734.64        111.24     983574.08      0.57574     -0.88342     1.0000     0.7500     0.7500
    140       140       9       1772.97        111.24     892443.90      0.47293     -0.41004     1.0000     0.7900     0.7900
    140       140      12       1775.92        111.24     874379.77      1.15244     -0.32151     1.0000     0.6900     0.6900
    140       140      15       1792.37        111.24     860774.35      0.59775     -0.23844     1.0000     0.6800     0.6800
    141       141       3        831.02        128.29     654063.05      1.07718      0.97942     1.0000     0.4800     0.4800
    141       141       6        763.46        128.29     512823.60      1.67535      2.02164     1.0000     0.0600     0.0600
    141       141       9        776.86        128.29     605160.94      1.41808      1.76143     1.0000     0.0600     0.0600
    141       141      12        732.89        128.29     585043.70      1.70501      2.10040     1.0000     0.0300     0.0300
    141       141      15        747.11        128.29     609501.21      1.49080      2.12117     1.0000     0.0300     0.0300
    142       142       3       1722.49        359.47     419552.38      0.48299      1.93441     1.0000     0.2300     0.2300
    142       142       6       1757.33        359.47     826530.94      0.91558      0.03245     1.0000     0.6100     0.6100
    142       142       9       1722.94        359.47     908026.57      0.61274     -0.39756     1.0000     0.7000     0.7000
    142       142      12       1858.53        359.47     817792.87      1.29324      0.10874     1.0000     0.5800     0.5800
    142       142      15       1779.36        359.47     768000.90      1.80314      0.53287     1.0000     0.3700     0.3700
    143       143       3       1536.14        516.76     906138.93      0.32123     -0.26060     1.0000     0.6700     0.6700
