#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
      5         5       3        433.99        112.37     424503.72      0.13949      1.95035     1.0000     0.2500     0.2500
      5         5       6        427.00        112.37     801692.34      0.47014      0.35865     1.0000     0.5000     0.5000
      5         5       9        452.96        112.37     736188.56      1.40076      0.84565     1.0000     0.3200     0.3200
      5         5      12        463.00        112.37     927629.08      0.77561     -0.45282     1.0000     0.7600     0.7600
      5         5      15        460.99        112.37     956232.99      0.70032     -0.72372     1.0000     0.7900     0.7900
      6         6       3       1634.50        236.22     712095.97      0.93100      0.61474     1.0000     0.4500     0.4500
      6         6       6       1639.12        236.22    1261244.72      0.92806     -2.36167     1.0000     0.9600     0.9600
      6         6       9       1599.56        236.22    1227720.58      1.46818     -2.52806     1.0000     0.9700     0.9700
      6         6      12       1612.17        236.22    1249853.46      0.84527     -2.99410     1.0000     1.0000     1.0000
      6         6      15       1670.79        236.22    1220025.06      0.12258     -3.03063     1.0000     0.9700     0.9700
      7         7       3       1021.81        119.32    1174460.95      0.80259     -1.24926     1.0000     0.8400     0.8400
      7         7       6        990.67        119.32    1070468.85      0.42581     -1.01414     1.0000     0.8200     0.8200
      7         7       9       1012.61        119.32     956850.51      0.07932     -0.45605     1.0000     0.6300     0.6300
      7         7      12        993.88        119.32     934713.23      0.74607     -0.35216     1.0000     0.6100     0.6100
      7         7      15        959.62        119.32     895374.42      0.76188     -0.09393     1.0000     0.4600     0.4600
      8         8       3       1634.50        135.33     712095.97      0.93100      0.61474     1.0000     0.4800     0.4800
      8         8       6       1710.08        135.33    1056096.40      0.64705     -1.18821     1.0000     0.8800     0.8800
      8         8       9       1747.45        135.33     996253.51      0.50238     -1.11538     1.0000     0.8300     0.8300
      8         8      12       1738.01        135.33    1259750.12      0.84981     -3.25166     1.0000     0.9700     0.9700
      8         8      15       1815.71        135.33    1197300.81      0.09156     -3.03629     1.0000     0.9900     0.9900
      9         9       3        459.30         93.01     810916.89      0.03583      0.24206     1.0000     0.6100     0.6100
      9         9       6        452.89         93.01     974340.55      0.06534     -0.60917     1.0000     0.7900     0.7900
      9         9       9        484.32         93.01     855689.26      0.24445      0.06519     1.0000     0.6000     0.6000
      9         9      12        468.13         93.01     867323.73      0.98871     -0.01208     1.0000     0.6400     0.6400
      9         9      15        496.86         93.01     784994.70      1.29694      0.66999     1.0000     0.3100     0.3100
     10        10       3        714.17        115.88     607368.96      0.27350      1.17296     1.0000     0.3600     0.3600
     10        10       6        716.34        115.88     555183.74      1.36498      1.77649     1.0000     0.1600     0.1600
     10        10       9        699.13        115.88     594965.52      1.80752      1.81289     1.0000     0.1000     0.1000
     10        10      12        698.69        115.88     869863.63      1.08260      0.04285     1.0000     0.6300     0.6300
     10        10      15        714.02        115.88     977073.90      0.22333     -0.80001     1.0000     0.7800     0.7800
     11        11       3       2067.29         39.70    1155811.71      0.55426     -1.59706     1.0000     0.9300     0.9300
     11        11       6       2014.28         39.70     868722.64      1.48495     -0.31673     1.0000     0.6700     0.6700
     11        11       9       1999.34         39.70     842575.49      1.45805     -0.18774     1.0000     0.6200     0.6200
     11        11      12       2023.40         39.70     831172.86      0.97006     -0.12162     1.0000     0.5200     0.5200
     11        11      15       2009.80         39.70     875027.57      0.76090     -0.50501     1.0000     0.6700     0.6700
     12        12       3        510.51        114.62    1112728.21      0.48054     -1.07240     1.0000     0.8000     0.8000
     12        12       6        497.93        114.62     989034.21      0.06633     -0.66921     1.0000     0.8000     0.8000
     12        12       9        501.09        114.62     864161.55      0.58940      0.03259     1.0000     0.5700     0.5700
     12        12      12        511.50        114.62     786172.63      1.22947      0.60416     1.0000     0.4300     0.4300
     12        12      15        548.38        114.62     729045.76      1.63812      1.11530     1.0000     0.2200     0.2200
     13        13       3        695.91         58.35     470209.28      0.91992      1.77232     1.0000     0.2700     0.2700
     13        13       6        681.39         58.35     551208.74      1.33966      1.79851     1.0000     0.2200     0.2200
     13        13       9        699.13         58.35     594965.52      1.80752      1.81289     1.0000     0.1100     0.1100
     13        13      12        659.43         58.35     852101.68      1.06552      0.17116     1.0000     0.6000     0.6000
     13        13      15        650.12         58.35     773806.59      1.38057      0.80561     1.0000     0.3400     0.3400
     14        14       3       1826.89         88.70     508944.24      1.68192      1.48625     1.0000     0.2000     0.2000
     14        14       6       1795.67         88.70     869657.39      1.31406     -0.21906     1.0000     0.5600     0.5600
     14        14       9       1795.20         88.70     877974.15      1.17523     -0.31173     1.0000     0.6600     0.6600
     14        14      12       1791.90         88.70     944585.55      0.85584     -0.85532     1.0000     0.8500     0.8500
     14        14      15       1815.06         88.70     873551.68      0.81068     -0.34467     1.0000     0.6800     0.6800
     15        15       3       1183.23         64.14     474774.47      0.26367      1.75855     1.0000     0.2500     0.2500
     15        15       6       1228.40         64.14     470178.06      0.04165      2.25526     1.0000     0.1000     0.1000
     15        15       9       1204.54         64.14     446642.42      0.24091      2.77898     1.0000     0.0400     0.0400
     15        15      12       1228.05         64.14     500479.77      0.52125      2.72207     1.0000     0.0300     0.0300
     15        15      15       1175.41         64.14     706109.54      0.25172      1.35698     1.0000     0.2300     0.2300
     16        16       3       2420.99        127.39    1002325.05      1.06683     -0.97693     1.0000     0.7600     0.7600
     16        16       6       2544.70        127.39     792706.29      1.55407      0.03517     1.0000     0.6100     0.6100
     16        16       9       2501.83        127.39     730094.66      1.63783      0.48429     1.0000     0.4600     0.4600
     16        16      12       2415.78        127.39     652667.88      1.90233      1.15543     1.0000     0.1900     0.1900
     16        16      15       2385.07        127.39     709319.16      1.80475      0.77258     1.0000     0.2500     0.2500
     17        17       3       1021.81        135.37    1174460.95      0.80259     -1.24926     1.0000     0.8800     0.8800
     17        17       6       1041.31        135.37    1035317.39      0.30059     -0.82149     1.0000     0.7300     0.7300
     17        17       9       1012.61        135.37     956850.51      0.07932     -0.45605     1.0000     0.7100     0.7100
     17        17      12       1036.71        135.37     851558.79      0.12108      0.24201     1.0000     0.5000     0.5000
     17        17      15       1031.75        135.37     861770.81      0.52525      0.18484     1.0000     0.6000     0.6000
     18        18       3       2484.55        126.86     291339.04      1.74609      2.43069     1.0000     0.1600     0.1600
     18        18       6       2544.70        126.86     792706.29      1.55407      0.03517     1.0000     0.5500     0.5500
     18        18       9       2501.83        126.86     730094.66      1.63783      0.48429     1.0000     0.3500     0.3500
     18        18      12       2415.78        126.86     652667.88      1.90233      1.15543     1.0000     0.2400     0.2400
     18        18      15       2385.07        126.86     709319.16      1.80475      0.77258     1.0000     0.3400     0.3400
     19        19       3       1408.41        269.86     674715.10      0.91847      0.83928     1.0000     0.5100     0.5100
     19        19       6       1284.26        269.86     455309.64      1.51619      2.33740     1.0000     0.0500     0.0500
     19        19       9       1285.88        269.86     548315.91      1.20017      2.12459     1.0000     0.0800     0.0800
     19        19      12       1347.24        269.86     873202.95      0.10482     -0.06555     1.0000     0.6300     0.6300
     19        19      15       1351.39        269.86     826745.44      0.01088      0.30020     1.0000     0.3800     0.3800
     20        20       3       1805.08        295.74    1006415.98      0.16098     -0.80175     1.0000     0.7400     0.7400
     20        20       6       1759.19        295.74     951529.49      0.53443     -0.69654     1.0000     0.6700     0.6700
     20        20       9       1752.71        295.74     793263.79      1.19222      0.26384     1.0000     0.4700     0.4700
     20        20      12       1741.12        295.74     786317.07      1.00863      0.34807     1.0000     0.5000     0.5000
     20        20      15       1752.34        295.74     778800.13      1.59473      0.44309     1.0000     0.3700     0.3700
     21        21       3       2576.52        234.53     808741.67      0.27022     -0.04912     1.0000     0.6800     0.6800
     21        21       6       2477.94        234.53     588587.86      1.17493      1.27567     1.0000     0.2800     0.2800
     21        21       9       2458.96        234.53     692853.24      1.76059      0.74797     1.0000     0.4000     0.4000
     21        21      12       2429.91        234.53     725041.50      2.27489      0.58199     1.0000     0.3200     0.3200
     21        21      15       2313.85        234.53     753259.68      2.06236      0.39189     1.0000     0.4400     0.4400
     22        22       3       2576.52        292.36     808741.67      0.27022     -0.04912     1.0000     0.6800     0.6800
     22        22       6       2477.94        292.36     588587.86      1.17493      1.27567     1.0000     0.3000     0.3000
     22        22       9       2425.06        292.36     655288.49      2.56681      1.01395     1.0000     0.2900     0.2900
     22        22      12       2358.17        292.36     671935.08      2.71404      1.00277     1.0000     0.2800     0.2800
     22        22      15       2313.85        292.36     753259.68      2.06236      0.39189     1.0000     0.4300     0.4300
     23        23       3       2344.73         61.71     419595.22      0.70654      1.81598     1.0000     0.2200     0.2200
     23        23       6       2395.32         61.71     744464.82      1.55268      0.32835     1.0000     0.4300     0.4300
     23        23       9       2337.23         61.71     607966.33      2.31656      1.34901     1.0000     0.1700     0.1700
     23        23      12       2312.74         61.71     614307.70      2.85973      1.45938     1.0000     0.1100     0.1100
     23        23      15       2248.16         61.71     727895.72      2.40417      0.74313     1.0000     0.3800     0.3800
     24        24       3        831.02         39.62     654063.05      1.07718      0.97942     1.0000     0.4400     0.4400
     24        24       6        763.46         39.62     512823.60      1.67535      2.02164     1.0000     0.1300     0.1300
     24        24       9        731.40         39.62     530600.89      1.77739      2.22840     1.0000     0.0700     0.0700
     24        24      12        744.63         39.62     628117.34      1.18638      1.80591     1.0000     0.0800     0.0800
     24        24      15        706.80         39.62     759773.75      1.13541      0.91646     1.0000     0.2100     0.2100
     25        25       3       1523.31        197.53     782240.05      0.26055      0.29831     1.0000     0.6900     0.6900
     25        25       6       1572.01        197.53     853188.48      0.03790     -0.02756     1.0000     0.5900     0.5900
     25        25       9       1524.81        197.53    1045269.20      0.13275     -1.31217     1.0000     0.8600     0.8600
     25        25      12       1545.49        197.53    1022182.65      0.29190     -1.29623     1.0000     0.9000     0.9000
     25        25      15       1501.83        197.53     943839.29      0.84203     -0.77850     1.0000     0.7200     0.7200
     26        26       3       1201.48        166.32    1728763.89      0.06085     -3.70477     1.0000     0.9800     0.9800
     26        26       6       1192.71        166.32    1134150.97      0.72843     -1.41281     1.0000     0.8000     0.8000
     26        26       9       1266.87        166.32    1000009.84      0.40508     -0.78263     1.0000     0.7400     0.7400
     26        26      12       1196.99        166.32     857597.43      0.43800      0.14992     1.0000     0.5100     0.5100
     26        26      15       1151.61        166.32     791681.98      0.06711      0.68305     1.0000     0.4400     0.4400
     27        27       3        659.28        171.21     632514.72      0.10322      1.06308     1.0000     0.5400     0.5400
     27        27       6        703.56        171.21     479448.35      0.34189      2.19613     1.0000     0.0800     0.0800
     27        27       9        682.77        171.21     622784.31      0.86906      1.63331     1.0000     0.1000     0.1000
     27        27      12        686.81        171.21     601975.03      1.21922      1.97809     1.0000     0.0900     0.0900
     27        27      15        723.47        171.21     557006.76      1.59059      2.51813     1.0000     0.0200     0.0200
     28        28       3       1101.45          7.16     242393.53      0.90097      2.77934     1.0000     0.1000     0.1000
     28        28       6       1111.35          7.16     446263.67      1.45032      2.40691     1.0000     0.0400     0.0400
     28        28       9       1107.07          7.16     918317.20      0.58603     -0.21000     1.0000     0.4800     0.4800
     28        28      12       1108.94          7.16     815809.14      0.85778      0.49746     1.0000     0.5000     0.5000
     28        28      15       1070.57          7.16     822961.59      1.18664      0.48806     1.0000     0.3400     0.3400
     29        29       3       1175.85        278.77    1675075.44      0.08938     -3.47086     1.0000     0.9600     0.9600
     29        29       6       1138.65        278.77    1130459.55      0.68804     -1.39241     1.0000     0.8300     0.8300
     29        29       9       1188.30        278.77    1001401.05      0.38469     -0.79158     1.0000     0.8000     0.8000
     29        29      12       1210.15        278.77     882071.84      0.07002     -0.02635     1.0000     0.6400     0.6400
     29        29      15       1162.36        278.77     855593.23      0.55171      0.17972     1.0000     0.4700     0.4700
     30        30       3       1735.85        243.29     883540.47      0.75729     -0.23661     1.0000     0.7000     0.7000
     30        30       6       1765.56        243.29     599215.06      0.86758      1.35814     1.0000     0.2000     0.2000
     30        30       9       1780.21        243.29     722199.66      0.60317      0.74668     1.0000     0.3700     0.3700
     30        30      12       1752.23        243.29     803558.82      0.43043      0.21697     1.0000     0.4700     0.4700
     30        30      15       1685.97        243.29     981850.19      0.49425     -1.08846     1.0000     0.8500     0.8500
     31        31       3        569.22        186.70     539296.00      0.19284      1.46167     1.0000     0.3100     0.3100
     31        31       6        577.67        186.70     631853.89      0.57955      1.33865     1.0000     0.3200     0.3200
     31        31       9        573.56        186.70     788277.14      0.12586      0.54606     1.0000     0.3900     0.3900
     31        31      12        563.48        186.70     775830.80      0.95710      0.70132     1.0000     0.4800     0.4800
     31        31      15        585.71        186.70     769565.55      1.27729      0.81653     1.0000     0.2800     0.2800
     32        32       3        362.98         67.91     298756.38      2.03946      2.49799     1.0000     0.1700     0.1700
     32        32       6        399.44         67.91     386350.56      2.67817      2.67794     1.0000     0.0800     0.0800
     32        32       9        394.77         67.91     986519.28      1.56511     -0.81603     1.0000     0.7300     0.7300
     32        32      12        421.77         67.91     955683.57      1.17493     -0.65786     1.0000     0.7500     0.7500
     32        32      15        422.26         67.91     869336.00      0.95789     -0.02929     1.0000     0.6000     0.6000
     33        33       3       1749.67        266.53      82810.04      1.64703      3.44616     1.0000     0.0100     0.0100
     33        33       6       1639.20        266.53     512323.30      1.91105      1.92221     1.0000     0.1100     0.1100
     33        33       9       1558.99        266.53     609415.18      1.85040      1.59244     1.0000     0.1600     0.1600
     33        33      12       1583.46        266.53     865732.23      0.84334     -0.12948     1.0000     0.5800     0.5800
     33        33      15       1587.63        266.53     820409.14      1.01725      0.22800     1.0000     0.4800     0.4800
     34        34       3        387.11        101.80     692678.46      1.14274      0.75205     1.0000     0.4200     0.4200
     34        34       6        424.19        101.80     852705.35      0.90441      0.07268     1.0000     0.5600     0.5600
     34        34       9        418.76        101.80     797849.35      1.57933      0.42129     1.0000     0.5000     0.5000
     34        34      12        404.16        101.80     902861.05      1.27716     -0.29923     1.0000     0.6600     0.6600
     34        34      15        433.12        101.80     849099.03      1.64475      0.13244     1.0000     0.4900     0.4900
     35        35       3       1323.32        154.45    1098097.39      0.11835     -1.03552     1.0000     0.8100     0.8100
     35        35       6       1251.03        154.45    1221301.15      1.30915     -1.89426     1.0000     0.9400     0.9400
     35        35       9       1171.02        154.45    1048074.82      0.83857     -1.09199     1.0000     0.8400     0.8400
     35        35      12       1119.40        154.45     957494.32      1.22754     -0.51494     1.0000     0.7100     0.7100
     35        35      15       1076.72        154.45     955914.18      1.12305     -0.55071     1.0000     0.6800     0.6800
     36        36       3        443.71         66.25     424069.47      0.96727      1.95227     1.0000     0.2300     0.2300
     36        36       6        452.89         66.25     974340.55      0.06534     -0.60917     1.0000     0.7600     0.7600
     36        36       9        453.56         66.25     958441.93      0.85745     -0.60588     1.0000     0.7900     0.7900
     36        36      12        448.87         66.25     913616.54      1.36115     -0.35041     1.0000     0.6600     0.6600
     36        36      15        483.21         66.25     832622.17      1.90926      0.26411     1.0000     0.4200     0.4200
     37        37       3        410.49        195.14    1017811.95      0.10026     -0.69130     1.0000     0.7500     0.7500
     37        37       6        459.63        195.14     826223.70      0.29977      0.22113     1.0000     0.4300     0.4300
     37        37       9        414.81        195.14     891512.15      0.18858     -0.19296     1.0000     0.6800     0.6800
     37        37      12        336.26        195.14     801632.75      0.76015      0.43132     1.0000     0.3800     0.3800
     37        37      15        286.17        195.14     792387.14      1.38885      0.54597     1.0000     0.4300     0.4300
     38        38       3       1323.32        188.79    1098097.39      0.11835     -1.03552     1.0000     0.8500     0.8500
     38        38       6       1251.03        188.79    1221301.15      1.30915     -1.89426     1.0000     0.9000     0.9000
     38        38       9       1171.02        188.79    1048074.82      0.83857     -1.09199     1.0000     0.8300     0.8300
     38        38      12       1202.55        188.79     937113.98      1.16451     -0.42280     1.0000     0.7100     0.7100
     38        38      15       1138.80        188.79     979781.46      1.41748     -0.79833     1.0000     0.7400     0.7400
     39        39       3        438.39         86.93     560924.43      0.30261      1.34725     1.0000     0.3200     0.3200
     39        39       6        459.63         86.93     826223.70      0.29977      0.22113     1.0000     0.6400     0.6400
     39        39       9        414.81         86.93     891512.15      0.18858     -0.19296     1.0000     0.6800     0.6800
     39        39      12        452.85         86.93     888325.37      0.25247     -0.16557     1.0000     0.5600     0.5600
     39        39      15        448.26         86.93     820166.01      0.18171      0.36365     1.0000     0.5200     0.5200
     40        40       3        438.39        113.72     560924.43      0.30261      1.34725     1.0000     0.3300     0.3300
     40        40       6        459.63        113.72     826223.70      0.29977      0.22113     1.0000     0.5000     0.5000
     40        40       9        488.92        113.72     743178.15      0.78459      0.81955     1.0000     0.3000     0.3000
     40        40      12        465.37        113.72     850622.83      0.02686      0.10998     1.0000     0.5000     0.5000
     40        40      15        538.50        113.72     857935.77      0.58262      0.08943     1.0000     0.5800     0.5800
     41        41       3        874.30         33.32     785297.94      1.14657      0.42492     1.0000     0.4800     0.4800
     41        41       6        939.33         33.32     970921.74      0.11048     -0.48090     1.0000     0.7400     0.7400
     41        41       9        942.43         33.32     771348.45      0.01655      0.71701     1.0000     0.2600     0.2600
     41        41      12        901.99         33.32     960841.42      0.82309     -0.55478     1.0000     0.7100     0.7100
     41        41      15        870.08         33.32     878123.98      0.91659      0.04116     1.0000     0.5100     0.5100
     42        42       3        950.06         79.89     617390.52      0.65805      1.15233     1.0000     0.4300     0.4300
     42        42       6        912.18         79.89     914504.92      0.41051     -0.17098     1.0000     0.5800     0.5800
     42        42       9        966.15         79.89    1114000.74      0.89361     -1.47598     1.0000     0.8100     0.8100
     42        42      12        955.71         79.89     976857.19      1.11845     -0.66948     1.0000     0.7600     0.7600
     42        42      15        960.09         79.89     886287.16      1.40356     -0.02276     1.0000     0.5500     0.5500
     43        43       3       2741.70        215.96     431058.74      0.99263      1.71496     1.0000     0.2500     0.2500
     43        43       6       2569.23        215.96     334053.65      1.78183      2.82256     1.0000     0.0500     0.0500
     43        43       9       2434.68        215.96     452649.66      2.14186      2.44872     1.0000     0.0000     0.0000
     43        43      12       2382.31        215.96     548585.70      2.43306      1.98012     1.0000     0.1100     0.1100
     43        43      15       2311.02        215.96     579969.04      2.58982      1.89324     1.0000     0.0400     0.0400
     44        44       3       2741.70        181.05     431058.74      0.99263      1.71496     1.0000     0.3000     0.3000
     44        44       6       2569.23        181.05     334053.65      1.78183      2.82256     1.0000     0.0200     0.0200
     44        44       9       2488.50        181.05     509235.04      2.05687      2.04807     1.0000     0.1000     0.1000
     44        44      12       2452.93        181.05     536407.43      2.37895      2.07661     1.0000     0.1100     0.1100
     44        44      15       2311.02        181.05     579969.04      2.58982      1.89324     1.0000     0.0600     0.0600
     45        45       3       2255.10        358.85      62598.50      1.48151      3.53326     1.0000     0.0000     0.0000
     45        45       6       2376.74        358.85     235940.66      2.30540      3.41883     1.0000     0.0000     0.0000
     45        45       9       2415.28        358.85     525834.13      2.18790      1.93054     1.0000     0.1200     0.1200
     45        45      12       2393.15        358.85     604377.43      1.86279      1.53806     1.0000     0.0800     0.0800
     45        45      15       2301.24        358.85     583863.69      2.62273      1.85950     1.0000     0.1000     0.1000
     46        46       3       2255.10        202.85      62598.50      1.48151      3.53326     1.0000     0.0100     0.0100
     46        46       6       2304.83        202.85     233597.78      2.29707      3.43307     1.0000     0.0000     0.0000
     46        46       9       2340.67        202.85     634981.92      1.93057      1.15773     1.0000     0.2100     0.2100
     46        46      12       2393.15        202.85     604377.43      1.86279      1.53806     1.0000     0.1400     0.1400
     46        46      15       2259.77        202.85     563072.85      2.35538      2.14134     1.0000     0.0500     0.0500
     47        47       3       2505.37        289.36     739572.46      0.43054      0.28239     1.0000     0.5800     0.5800
     47        47       6       2458.23        289.36     598208.54      1.66100      1.21720     1.0000     0.3400     0.3400
     47        47       9       2420.38        289.36     502619.74      2.51605      2.09491     1.0000     0.0600     0.0600
     47        47      12       2447.09        289.36     570562.28      2.30506      1.80599     1.0000     0.0500     0.0500
     47        47      15       2259.77        289.36     563072.85      2.35538      2.14134     1.0000     0.0600     0.0600
     48        48       3        803.02        292.75    1007326.45      0.19891     -0.55859     1.0000     0.7000     0.7000
     48        48       6        752.33        292.75     730520.88      0.27503      0.81983     1.0000     0.3400     0.3400
     48        48       9        634.67        292.75     649850.63      0.09993      1.44299     1.0000     0.2200     0.2200
     48        48      12        693.95        292.75     701029.48      0.01140      1.26252     1.0000     0.2400     0.2400
     48        48      15        717.26        292.75     706673.30      0.12385      1.33590     1.0000     0.1700     0.1700
     49        49       3       1136.22        271.22     531109.51      0.17201      1.51311     1.0000     0.2600     0.2600
     49        49       6       1154.20        271.22     775975.97      0.06563      0.56590     1.0000     0.3800     0.3800
     49        49       9       1144.64        271.22     656013.86      0.32779      1.43142     1.0000     0.1900     0.1900
     49        49      12       1053.87        271.22     766405.97      0.72542      0.85047     1.0000     0.2800     0.2800
     49        49      15       1062.95        271.22     745335.69      1.22306      1.09456     1.0000     0.2200     0.2200
     50        50       3        698.38        181.46    1130107.56      0.25240     -1.11129     1.0000     0.8100     0.8100
     50        50       6        689.31        181.46     818428.83      0.20767      0.31786     1.0000     0.5300     0.5300
     50        50       9        738.66        181.46     774742.80      0.45146      0.65234     1.0000     0.4400     0.4400
     50        50      12        801.07        181.46     717225.01      0.93112      1.16456     1.0000     0.2300     0.2300
     50        50      15        827.46        181.46     675191.74      1.16706      1.60418     1.0000     0.1200     0.1200
     51        51       3       1249.87         99.71     471583.48      1.07341      1.77245     1.0000     0.3100     0.3100
     51        51       6       1287.91         99.71     575905.66      1.12608      1.67118     1.0000     0.1600     0.1600
     51        51       9       1213.02         99.71     584414.62      1.64008      1.89225     1.0000     0.1300     0.1300
     51        51      12       1301.24         99.71     634860.71      1.50565      1.67925     1.0000     0.0800     0.0800
     51        51      15       1262.58         99.71     589167.42      1.86187      2.27796     1.0000     0.0500     0.0500
     52        52       3       2574.03         46.00    1244958.35      0.46690     -2.13983     1.0000     0.9300     0.9300
     52        52       6       2606.91         46.00     876929.41      0.13053     -0.47669     1.0000     0.7100     0.7100
     52        52       9       2625.12         46.00     701836.88      0.41372      0.68437     1.0000     0.3600     0.3600
     52        52      12       2525.12         46.00     694420.97      0.13843      0.82460     1.0000     0.2600     0.2600
     52        52      15       2400.37         46.00     620549.56      0.00049      1.54166     1.0000     0.1600     0.1600
     53        53       3       1059.40         53.49     587243.87      0.76086      1.28882     1.0000     0.2900     0.2900
     53        53       6       1101.71         53.49     479386.79      1.83229      2.22537     1.0000     0.0800     0.0800
     53        53       9       1095.82         53.49     493922.92      2.09440      2.49986     1.0000     0.0400     0.0400
     53        53      12       1087.59         53.49     649851.74      1.53251      1.68330     1.0000     0.1200     0.1200
     53        53      15       1030.29         53.49     638217.24      2.24647      1.93149     1.0000     0.0500     0.0500
     54        54       3         60.13        109.98     535673.00      0.95184      1.44404     1.0000     0.2900     0.2900
     54        54       6         87.10        109.98     870116.64      1.06087     -0.05548     1.0000     0.6500     0.6500
     54        54       9        122.41        109.98    1020212.06      0.88251     -1.05105     1.0000     0.8300     0.8300
     54        54      12        149.40        109.98     933731.96      0.66549     -0.54018     1.0000     0.6900     0.6900
     54        54      15        182.04        109.98     911467.31      0.74306     -0.41161     1.0000     0.6100     0.6100
     55        55       3       2832.13        200.33     103112.92      0.47054      3.32180     1.0000     0.0200     0.0200
     55        55       6       2798.73        200.33     402047.28      1.06765      2.35484     1.0000     0.0900     0.0900
     55        55       9       2685.32        200.33     678485.56      0.17798      0.74255     1.0000     0.4200     0.4200
     55        55      12       2742.83        200.33     639641.84      0.69575      1.14559     1.0000     0.2100     0.2100
     55        55      15       2684.56        200.33     689392.73      0.02257      0.81199     1.0000     0.2700     0.2700
     56        56       3        831.42        216.88     477894.00      0.86849      1.74641     1.0000     0.2300     0.2300
     56        56       6        868.10        216.88     720907.05      0.63142      0.89252     1.0000     0.3000     0.3000
     56        56       9        920.62        216.88     675656.32      1.52843      1.32945     1.0000     0.2300     0.2300
     56        56      12        926.13        216.88     682738.77      1.14664      1.43700     1.0000     0.1500     0.1500
     56        56      15        888.05        216.88     766080.39      0.89531      0.91860     1.0000     0.2100     0.2100
     57        57       3       2832.33        310.92     174473.03      0.32354      2.97216     1.0000     0.0500     0.0500
     57        57       6       2766.51        310.92     554292.66      0.00283      1.40895     1.0000     0.2400     0.2400
     57        57       9       2685.32        310.92     678485.56      0.17798      0.74255     1.0000     0.3000     0.3000
     57        57      12       2819.16        310.92     685663.28      0.17977      0.77281     1.0000     0.3600     0.3600
     57        57      15       2714.89        310.92     627244.62      0.31380      1.36244     1.0000     0.1400     0.1400
     58        58       3       1619.54        115.77     275955.66      1.11920      2.58218     1.0000     0.1400     0.1400
     58        58       6       1644.89        115.77     372446.33      1.94632      2.72231     1.0000     0.0300     0.0300
     58        58       9       1635.79        115.77     669096.72      1.41263      1.19471     1.0000     0.2200     0.2200
     58        58      12       1643.83        115.77     774183.71      1.28799      0.55325     1.0000     0.3500     0.3500
     58        58      15       1627.82        115.77     812697.49      2.30743      0.29089     1.0000     0.5100     0.5100
     59        59       3       2753.04        232.90     196136.99      0.35734      2.86601     1.0000     0.0700     0.0700
     59        59       6       2766.51        232.90     554292.66      0.00283      1.40895     1.0000     0.2100     0.2100
     59        59       9       2685.32        232.90     678485.56      0.17798      0.74255     1.0000     0.3900     0.3900
     59        59      12       2650.77        232.90     600314.14      0.39255      1.46415     1.0000     0.1000     0.1000
