#   GrNr    Ngal    Rij(kpc)  size(kpc)  sigm(km/s)  Vmean(km/s) Pmin(ds)   Pmin_avr(ds)
      0       9     2828.40     985.19  321231.15 22418102.60     0.0000     0.1593
      1       3      365.05     133.55   37754.78 22242205.04     0.0000     0.0420
      2       9     4395.07     110.83  370362.60 23198940.37     0.0000     0.0600
      3       6     4279.89     496.15  342222.46 22375284.91     0.0000     0.3897
      4       6     4910.73      94.95  235283.26 22853079.14     0.0000     0.0430
      5       3     4523.56     422.41   93991.48 22812043.55     0.0000     0.0020
      6       9     2842.99     579.88  386294.65 22679228.16     0.0000     0.1884
      7       3      740.82      87.25   43504.24 22455856.13     0.0000     0.0020
      8       6     4165.86     199.95  379193.07 22739859.02     0.0000     0.2550
