#   GrNr    Ngal    Rij(kpc)  size(kpc)  sigm(km/s)  Vmean(km/s) Pmin(ds)   Pmin_avr(ds)
      0       6     1166.40     126.10  160523.76 16859605.15     0.0000     0.0363
      1       6      836.45     143.54  262105.99 16076808.27     0.0000     0.1685
      2      12     1713.14      44.41  393030.36 15864517.22     0.0010     0.1411
      3       6     1203.24      54.64  201139.66 16532554.75     0.0010     0.1933
      4       3      606.77      91.32   33401.84 16099899.87     0.0010     0.0720
      5       9     1906.49     196.78  345802.51 15821047.32     0.0020     0.3656
      6       3      783.87     205.31   30326.99 16811361.74     0.0020     0.4290
      7      15      220.50      92.61  660320.41 16115188.83     0.0040     0.0517
