#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
      8         8       9        700.48        102.70    1241766.85      0.11426     -0.52330     1.0000     0.7020     0.7020
      8         8      12        663.00        102.70    1169445.58      0.13426     -0.18302     1.0000     0.6060     0.6060
      9         9       3        787.54        160.27    1298222.39      0.70101     -0.61187     1.0000     0.7290     0.7290
      9         9       6        778.61        160.27    1174706.05      0.48073     -0.24034     1.0000     0.6580     0.6580
      9         9       9        745.69        160.27    1147470.58      0.17656     -0.05424     1.0000     0.5890     0.5890
      9         9      12        726.48        160.27    1209236.04      0.49969     -0.40452     1.0000     0.6620     0.6620
     10        10       3        612.94         98.54    1011554.09      0.93334      0.47024     1.0000     0.5360     0.5360
     10        10       6        631.41         98.54    1260775.50      0.13308     -0.45241     1.0000     0.6970     0.6970
     10        10       9        642.88         98.54    1155323.12      0.48790     -0.09330     1.0000     0.5960     0.5960
     10        10      12        621.80         98.54    1006155.06      0.78563      0.80701     1.0000     0.3040     0.3040
     11        11       3        130.15         82.13    1431317.86      0.80503     -0.78810     1.0000     0.7800     0.7800
     11        11       6        192.01         82.13    1056513.26      0.74203      0.53309     1.0000     0.4410     0.4410
     11        11       9        183.67         82.13    1369984.13      0.23874     -0.87211     1.0000     0.7540     0.7540
     11        11      12        220.83         82.13    1250093.22      0.86964     -0.33686     1.0000     0.6580     0.6580
     12        12       3        108.84         71.95     476081.43      1.41974      2.29195     1.0000     0.1390     0.1390
     12        12       6        161.80         71.95     993289.84      1.07947      0.79158     1.0000     0.3700     0.3700
     12        12       9        184.37         71.95    1378577.20      0.01963     -0.91305     1.0000     0.7900     0.7900
     12        12      12        214.71         71.95    1268371.51      0.33832     -0.43430     1.0000     0.6700     0.6700
     13        13       3        304.29         86.94     702645.02      1.17554      1.56142     1.0000     0.3150     0.3150
     13        13       6        294.08         86.94     827319.07      2.28863      1.47017     1.0000     0.2440     0.2440
     13        13       9        291.75         86.94     773843.61      2.31926      1.96755     1.0000     0.0920     0.0920
     13        13      12        246.02         86.94    1229300.16      1.15072     -0.22602     1.0000     0.6330     0.6330
     14        14       3        304.29        113.35     702645.02      1.17554      1.56142     1.0000     0.2870     0.2870
     14        14       6        294.08        113.35     827319.07      2.28863      1.47017     1.0000     0.2290     0.2290
     14        14       9        291.75        113.35     773843.61      2.31926      1.96755     1.0000     0.0930     0.0930
     14        14      12        246.02        113.35    1229300.16      1.15072     -0.22602     1.0000     0.6320     0.6320
     15        15       3        304.29         26.42     702645.02      1.17554      1.56142     1.0000     0.3180     0.3180
     15        15       6        294.08         26.42     827319.07      2.28863      1.47017     1.0000     0.2160     0.2160
     15        15       9        291.75         26.42     773843.61      2.31926      1.96755     1.0000     0.1070     0.1070
     15        15      12        388.10         26.42     890671.31      1.81535      1.55549     1.0000     0.1470     0.1470
     16        16       3       3461.90        248.54    1049428.34      1.06216      0.56981     1.0000     0.5370     0.5370
     16        16       6       3464.86        248.54     892108.56      1.71434      1.34169     1.0000     0.2350     0.2350
     16        16       9       3354.95        248.54     768361.50      1.74297      2.13055     1.0000     0.0800     0.0800
     16        16      12       3349.13        248.54     734001.91      1.66524      2.56051     1.0000     0.0330     0.0330
     17        17       3       2439.76        204.24     578662.09      0.56889      1.96723     1.0000     0.2040     0.2040
     17        17       6       2418.15        204.24     587795.13      0.53588      2.38058     1.0000     0.0650     0.0650
     17        17       9       2180.71        204.24     721625.23      0.40704      2.11775     1.0000     0.0730     0.0730
     17        17      12       2218.65        204.24     839555.05      0.17876      1.72323     1.0000     0.1100     0.1100
     18        18       3       1457.11        151.90    1462545.17      0.16437     -1.27654     1.0000     0.8230     0.8230
     18        18       6       1447.83        151.90    1026613.40      0.68110      0.31022     1.0000     0.4950     0.4950
     18        18       9       1466.90        151.90    1029310.63      0.20463      0.34751     1.0000     0.4820     0.4820
     18        18      12       1399.17        151.90     887324.17      0.23469      1.20798     1.0000     0.2240     0.2240
     19        19       3       1835.84        128.08     882827.83      0.05125      0.80296     1.0000     0.4570     0.4570
     19        19       6       1791.36        128.08    1062261.36      0.50158      0.23880     1.0000     0.5300     0.5300
     19        19       9       1837.68        128.08     966836.27      0.55895      0.76110     1.0000     0.3460     0.3460
     19        19      12       1741.43        128.08    1018657.53      0.92160      0.55826     1.0000     0.3970     0.3970
     20        20       3       1835.84        125.92     882827.83      0.05125      0.80296     1.0000     0.4550     0.4550
     20        20       6       1791.36        125.92    1062261.36      0.50158      0.23880     1.0000     0.5010     0.5010
     20        20       9       1837.68        125.92     966836.27      0.55895      0.76110     1.0000     0.3340     0.3340
     20        20      12       1741.43        125.92    1018657.53      0.92160      0.55826     1.0000     0.3980     0.3980
     21        21       3       5253.93         94.95     117923.16      0.07043      3.50668     1.0000     0.0100     0.0100
     21        21       6       5180.69         94.95     167543.01      0.18580      4.24669     1.0000     0.0000     0.0000
     21        21       9       4983.89         94.95     232844.05      0.25350      4.67243     1.0000     0.0000     0.0000
     21        21      12       4658.04         94.95     597784.66      0.81299      3.50768     1.0000     0.0070     0.0070
     22        22       3       4173.76       1154.11    1829693.97      0.07487     -1.63069     1.0000     0.8710     0.8710
     22        22       6       3912.60       1154.11    1782306.40      1.17823     -1.88850     1.0000     0.9050     0.9050
     22        22       9       3878.29       1154.11    1997340.44      2.64921     -3.14777     1.0000     0.9910     0.9910
     22        22      12       3729.00       1154.11    1976398.90      1.97271     -3.41927     1.0000     0.9940     0.9940
     23        23       3       4648.97        811.59    1799724.44      0.94571     -1.30693     1.0000     0.8380     0.8380
     23        23       6       4764.70        811.59    1593474.82      1.79184     -0.91117     1.0000     0.7820     0.7820
     23        23       9       4479.70        811.59    1641611.18      1.32055     -1.26441     1.0000     0.8730     0.8730
     23        23      12       4357.03        811.59    1802777.99      0.29866     -2.17500     1.0000     0.9610     0.9610
     24        24       3       1070.61        110.77     853086.40      0.21270      0.86985     1.0000     0.4620     0.4620
     24        24       6        878.47        110.77    1536919.80      0.41236     -1.81076     1.0000     0.9080     0.9080
     24        24       9        788.48        110.77    1348509.28      0.09998     -1.15793     1.0000     0.8150     0.8150
     24        24      12        934.28        110.77    1153723.87      0.02742     -0.19474     1.0000     0.6050     0.6050
     25        25       3        684.48        214.63    2056799.20      0.49373     -3.09859     1.0000     0.9670     0.9670
     25        25       6        744.08        214.63    1548571.00      0.15015     -1.75911     1.0000     0.8970     0.8970
     25        25       9        636.03        214.63    1277512.13      0.68389     -0.60913     1.0000     0.7480     0.7480
     25        25      12        664.50        214.63    1173629.56      0.72412     -0.20631     1.0000     0.6060     0.6060
     26        26       3        871.93         34.64    2453898.55      1.89880     -4.56337     1.0000     0.9920     0.9920
     26        26       6        792.68         34.64    1970451.78      2.61590     -3.69038     1.0000     0.9870     0.9870
     26        26       9        772.01         34.64    1838475.02      1.69049     -3.49154     1.0000     0.9890     0.9890
     26        26      12        798.44         34.64    1632063.82      1.41859     -2.89861     1.0000     0.9830     0.9830
     27        27       3       1094.16        604.70    2003462.12      0.98853     -3.11787     1.0000     0.9660     0.9660
     27        27       6        962.58        604.70    1867817.82      1.34454     -3.35728     1.0000     0.9850     0.9850
     27        27       9       1027.49        604.70    1920949.60      2.94749     -4.18350     1.0000     0.9980     0.9980
     27        27      12        980.72        604.70    1858433.61      2.09704     -4.32331     1.0000     0.9990     0.9990
     28        28       3       1000.25        191.08     386777.56      1.09166      2.48628     1.0000     0.1080     0.1080
     28        28       6        948.09        191.08     551131.98      1.00196      2.43022     1.0000     0.0580     0.0580
     28        28       9        884.49        191.08     680196.98      0.40098      2.21786     1.0000     0.0630     0.0630
     28        28      12        917.30        191.08     668710.93      0.00784      2.54684     1.0000     0.0260     0.0260
     29        29       3       1160.11         78.89    1161095.52      0.34137     -0.22619     1.0000     0.6330     0.6330
     29        29       6       1288.57         78.89     849817.91      0.11907      1.09105     1.0000     0.3000     0.3000
     29        29       9       1241.86         78.89     724763.85      0.06571      1.91604     1.0000     0.1050     0.1050
     29        29      12       1116.60         78.89     630740.39      0.13041      2.71222     1.0000     0.0170     0.0170
     30        30       3       3596.46        613.89     588602.09      0.08686      2.07131     1.0000     0.1750     0.1750
     30        30       6       3914.74        613.89     881877.76      0.40321      1.51719     1.0000     0.1980     0.1980
     30        30       9       3989.57        613.89    1181765.23      0.45974      0.44613     1.0000     0.4450     0.4450
     30        30      12       3375.96        613.89    1032421.23      0.24146      1.02927     1.0000     0.2790     0.2790
     31        31       3       2983.56        985.64     412679.74      0.26517      2.54615     1.0000     0.1010     0.1010
     31        31       6       3051.35        985.64     286511.26      0.55085      3.72511     1.0000     0.0020     0.0020
     31        31       9       2828.40        985.64     321231.15      0.68264      4.12848     1.0000     0.0010     0.0010
     31        31      12       2766.01        985.64     303053.05      0.63971      4.71659     1.0000     0.0000     0.0000
     32        32       3       5164.14        260.37    1006618.03      1.13410      0.95551     1.0000     0.4220     0.4220
     32        32       6       5081.43        260.37     891393.58      1.04236      1.62839     1.0000     0.1920     0.1920
     32        32       9       5074.91        260.37     714384.03      1.28410      2.64312     1.0000     0.0460     0.0460
     32        32      12       4955.10        260.37     681252.97      1.17684      3.11404     1.0000     0.0050     0.0050
     33        33       3        437.21         57.27     477757.86      0.13934      2.26192     1.0000     0.1500     0.1500
     33        33       6        559.76         57.27     596018.76      0.23762      2.34478     1.0000     0.0660     0.0660
     33        33       9        478.06         57.27     854768.83      0.19696      1.51697     1.0000     0.1630     0.1630
     33        33      12        534.22         57.27     880683.30      0.00326      1.49535     1.0000     0.1590     0.1590
     34        34       3        437.21         95.99     477757.86      0.13934      2.26192     1.0000     0.1510     0.1510
     34        34       6        390.30         95.99     738676.80      0.47607      1.81760     1.0000     0.1390     0.1390
     34        34       9        402.07         95.99     978100.97      0.55183      0.97147     1.0000     0.2610     0.2610
     34        34      12        414.07         95.99     957648.98      0.14109      1.19669     1.0000     0.2340     0.2340
     35        35       3        323.38        126.73     309386.72      0.63942      2.82944     1.0000     0.0690     0.0690
     35        35       6        316.86        126.73     906716.90      0.31797      1.14554     1.0000     0.2960     0.2960
     35        35       9        298.49        126.73     986715.70      0.35099      0.95355     1.0000     0.2810     0.2810
     35        35      12        321.03        126.73    1091229.63      0.15556      0.50996     1.0000     0.3830     0.3830
     36        36       3        196.52        180.24    1252594.94      0.51555     -0.21183     1.0000     0.6560     0.6560
     36        36       6        192.01        180.24    1056513.26      0.74203      0.53309     1.0000     0.4460     0.4460
     36        36       9        215.10        180.24    1178130.59      0.18331      0.04176     1.0000     0.5510     0.5510
     36        36      12        265.79        180.24    1123241.05      0.26250      0.33933     1.0000     0.4630     0.4630
     37        37       3        774.99         95.78    1049687.85      0.41674      0.23792     1.0000     0.6110     0.6110
     37        37       6        816.54         95.78     970336.26      0.91083      0.64573     1.0000     0.4230     0.4230
     37        37       9        758.52         95.78    1075781.10      0.00709      0.30237     1.0000     0.4900     0.4900
     37        37      12        685.66         95.78    1075873.19      0.14777      0.33785     1.0000     0.4750     0.4750
     38        38       3        836.60        171.67    1026942.57      0.00965      0.31569     1.0000     0.5580     0.5580
     38        38       6        812.07        171.67    1094990.38      0.59718      0.10528     1.0000     0.5610     0.5610
     38        38       9        825.01        171.67    1143295.89      0.22600     -0.12135     1.0000     0.6160     0.6160
     38        38      12        798.55        171.67    1173695.37      0.13427     -0.30763     1.0000     0.6550     0.6550
     39        39       3        882.08        248.01    1001242.33      0.03456      0.40357     1.0000     0.5760     0.5760
     39        39       6        812.07        248.01    1094990.38      0.59718      0.10528     1.0000     0.5630     0.5630
     39        39       9        865.19        248.01    1156840.58      0.16049     -0.18977     1.0000     0.5940     0.5940
     39        39      12        822.54        248.01    1179765.47      0.59987     -0.34195     1.0000     0.6530     0.6530
     40        40       3        849.14        102.70    1373877.33      0.29392     -0.87055     1.0000     0.7890     0.7890
     40        40       6        874.38        102.70    1178814.52      0.47518     -0.25815     1.0000     0.6500     0.6500
     40        40       9        930.77        102.70    1163850.47      0.14615     -0.22518     1.0000     0.6310     0.6310
     40        40      12        851.31        102.70    1151964.10      0.47670     -0.18480     1.0000     0.6080     0.6080
     41        41       3        384.92         86.94     694825.40      0.67701      1.57552     1.0000     0.3180     0.3180
     41        41       6        333.73         86.94     790358.32      1.74571      1.62128     1.0000     0.1900     0.1900
     41        41       9        399.75         86.94     743335.54      1.75516      2.09530     1.0000     0.0780     0.0780
     41        41      12        483.60         86.94     950030.31      1.29847      1.18167     1.0000     0.2040     0.2040
     42        42       3        784.72        363.46    1279959.24      0.13909     -0.54942     1.0000     0.7190     0.7190
     42        42       6        762.18        363.46    1011200.29      0.20469      0.53527     1.0000     0.4410     0.4410
     42        42       9        690.65        363.46    1016903.91      0.45313      0.59524     1.0000     0.3930     0.3930
     42        42      12        794.11        363.46    1074960.75      0.26673      0.25047     1.0000     0.4700     0.4700
     43        43       3       1529.93        519.18     726932.56      1.47801      1.29039     1.0000     0.3660     0.3660
     43        43       6       1281.00        519.18    1061539.20      1.18223      0.15387     1.0000     0.5710     0.5710
     43        43       9       1213.78        519.18     889419.42      1.72686      1.06690     1.0000     0.2970     0.2970
     43        43      12       1242.68        519.18    1031197.05      1.00545      0.37572     1.0000     0.4660     0.4660
     44        44       3       1599.16        296.00     366351.84      0.11046      2.54864     1.0000     0.1090     0.1090
     44        44       6       1624.92        296.00    1279701.98      1.10619     -0.80964     1.0000     0.7760     0.7760
     44        44       9       1472.06        296.00    1650856.41      2.64992     -2.85660     1.0000     0.9800     0.9800
     44        44      12       1390.30        296.00    1696366.43      2.95667     -3.45924     1.0000     0.9980     0.9980
     45        45       3       4523.56        422.41      93991.48      0.10500      3.55890     1.0000     0.0050     0.0050
     45        45       6       4202.53        422.41     181385.02      0.09868      4.16667     1.0000     0.0000     0.0000
     45        45       9       4010.54        422.41     892916.50      0.45201      1.71897     1.0000     0.1560     0.1560
     45        45      12       3849.91        422.41     776658.50      0.38920      2.49692     1.0000     0.0300     0.0300
     46        46       3       4254.33        199.95     502940.36      0.20355      2.32683     1.0000     0.1470     0.1470
     46        46       6       4165.86        199.95     379193.07      0.05966      3.41850     1.0000     0.0090     0.0090
     46        46       9       4010.67        199.95    1146414.66      0.55438      0.60191     1.0000     0.3940     0.3940
     46        46      12       4101.55        199.95    1041376.34      0.27538      1.19154     1.0000     0.2100     0.2100
     47        47       3       3038.23        788.85    1178969.18      1.54952      0.16774     1.0000     0.5960     0.5960
     47        47       6       2716.33        788.85    1353424.36      0.89930     -0.66295     1.0000     0.7440     0.7440
     47        47       9       2946.57        788.85    1086398.56      0.92024      0.67227     1.0000     0.3750     0.3750
     47        47      12       3125.37        788.85     941747.18      1.09424      1.49454     1.0000     0.1270     0.1270
     48        48       3       1503.11        295.89    1372676.39      0.77943     -0.96294     1.0000     0.7870     0.7870
     48        48       6       1465.80        295.89    1185311.66      0.35303     -0.39198     1.0000     0.6630     0.6630
     48        48       9       1466.90        295.89    1029310.63      0.20463      0.34751     1.0000     0.4600     0.4600
     48        48      12       1399.17        295.89     887324.17      0.23469      1.20798     1.0000     0.2090     0.2090
     49        49       3       1580.32        191.59    1080416.46      0.22151      0.05690     1.0000     0.6140     0.6140
     49        49       6       1588.68        191.59     875994.23      0.39069      0.97667     1.0000     0.3220     0.3220
     49        49       9       1669.59        191.59    1059429.63      0.82178      0.29254     1.0000     0.4810     0.4810
     49        49      12       1571.52        191.59     987668.27      0.97841      0.62911     1.0000     0.3540     0.3540
     50        50       3       1580.32         83.77    1080416.46      0.22151      0.05690     1.0000     0.6260     0.6260
     50        50       6       1693.69         83.77    1027406.36      0.43168      0.39019     1.0000     0.4740     0.4740
     50        50       9       1676.41         83.77     981780.04      0.68111      0.68548     1.0000     0.3630     0.3630
     50        50      12       1610.52         83.77     949594.34      1.20636      0.84876     1.0000     0.3160     0.3160
     51        51       3       1762.58        297.20     917788.54      0.45558      0.68320     1.0000     0.4980     0.4980
     51        51       6       1676.28        297.20     812383.16      0.98131      1.32414     1.0000     0.2560     0.2560
     51        51       9       1555.18        297.20    1060277.74      0.17581      0.18788     1.0000     0.5310     0.5310
     51        51      12       1537.16        297.20    1044822.03      0.20446      0.29940     1.0000     0.4680     0.4680
     52        52       3       4941.12        448.44     142181.16      0.10618      3.42143     1.0000     0.0120     0.0120
     52        52       6       5044.44        448.44     209971.33      0.36745      4.09322     1.0000     0.0010     0.0010
     52        52       9       4845.86        448.44     234593.46      0.24555      4.66506     1.0000     0.0000     0.0000
     52        52      12       4658.04        448.44     597784.66      0.81299      3.50768     1.0000     0.0030     0.0030
     53        53       3       5253.93        173.27     117923.16      0.07043      3.50668     1.0000     0.0100     0.0100
     53        53       6       5180.69        173.27     167543.01      0.18580      4.24669     1.0000     0.0000     0.0000
     53        53       9       4983.89        173.27     232844.05      0.25350      4.67243     1.0000     0.0000     0.0000
     53        53      12       4658.04        173.27     597784.66      0.81299      3.50768     1.0000     0.0050     0.0050
     54        54       3       4862.77        906.70     114678.86      0.08235      3.49989     1.0000     0.0070     0.0070
     54        54       6       4384.53        906.70    1046425.53      1.18617      1.06761     1.0000     0.2880     0.2880
     54        54       9       4289.43        906.70     882432.90      1.29624      1.76517     1.0000     0.1250     0.1250
     54        54      12       4385.43        906.70     808971.67      1.06854      2.51173     1.0000     0.0270     0.0270
     55        55       3       4303.03        524.66    1012096.50      0.81954      0.93988     1.0000     0.4240     0.4240
     55        55       6       4121.24        524.66     966566.62      1.52213      1.19687     1.0000     0.2400     0.2400
     55        55       9       3891.07        524.66     879572.08      1.38137      1.77777     1.0000     0.0980     0.0980
     55        55      12       3885.23        524.66     788078.35      1.39027      2.44060     1.0000     0.0430     0.0430
     56        56       3       4432.63       1038.94    2505452.36      0.96704     -3.32011     1.0000     0.9720     0.9720
     56        56       6       4053.77       1038.94    2167762.59      2.99685     -3.34642     1.0000     0.9850     0.9850
     56        56       9       3878.29       1038.94    1997340.44      2.64921     -3.14777     1.0000     0.9880     0.9880
     56        56      12       3899.23       1038.94    2061138.83      1.50553     -3.83714     1.0000     0.9950     0.9950
     57        57       3       4516.14       1184.43    2858315.96      1.98737     -4.32671     1.0000     0.9940     0.9940
     57        57       6       4473.22       1184.43    2344769.92      3.27324     -3.62874     1.0000     0.9870     0.9870
     57        57       9       4281.49       1184.43    2324157.98      2.80698     -4.58792     1.0000     0.9970     0.9970
     57        57      12       4257.51       1184.43    2197373.36      2.47104     -4.50894     1.0000     0.9980     0.9980
     58        58       3       4648.97        758.14    1799724.44      0.94571     -1.30693     1.0000     0.8240     0.8240
     58        58       6       4764.70        758.14    1593474.82      1.79184     -0.91117     1.0000     0.7890     0.7890
     58        58       9       4479.70        758.14    1641611.18      1.32055     -1.26441     1.0000     0.8380     0.8380
     58        58      12       4163.39        758.14    1796592.85      1.50869     -2.53261     1.0000     0.9810     0.9810
     59        59       3        823.11        103.49    1671266.02      1.04733     -1.88738     1.0000     0.8810     0.8810
     59        59       6        811.03        103.49    1583832.30      0.30079     -2.01415     1.0000     0.9210     0.9210
     59        59       9        898.22        103.49    1296913.56      0.15773     -0.89731     1.0000     0.7950     0.7950
     59        59      12        796.68        103.49    1205186.46      0.27129     -0.48564     1.0000     0.6850     0.6850
     60        60       3        889.60        130.49     131198.68      3.62337      3.37843     1.0000     0.0190     0.0190
     60        60       6        948.47        130.49    2062264.20      2.44267     -4.21197     1.0000     1.0000     1.0000
     60        60       9        852.71        130.49    1831216.58      1.74900     -3.59619     1.0000     0.9930     0.9930
     60        60      12        788.14        130.49    1595671.18      1.87899     -2.69289     1.0000     0.9840     0.9840
     61        61       3        889.60         95.93     131198.68      3.62337      3.37843     1.0000     0.0170     0.0170
     61        61       6        948.47         95.93    2062264.20      2.44267     -4.21197     1.0000     0.9960     0.9960
     61        61       9        852.71         95.93    1831216.58      1.74900     -3.59619     1.0000     0.9940     0.9940
     61        61      12        823.32         95.93    1610724.98      1.72177     -2.77799     1.0000     0.9780     0.9780
     62        62       3        670.90        109.05    1097637.36      0.25934      0.13108     1.0000     0.6060     0.6060
     62        62       6        631.54        109.05     898785.75      0.12967      1.07078     1.0000     0.3030     0.3030
     62        62       9        586.84        109.05    1274683.06      1.01612     -0.59526     1.0000     0.6940     0.6940
     62        62      12        697.31        109.05    1300137.01      1.63250     -0.91053     1.0000     0.7790     0.7790
     63        63       3        269.15         69.47     889798.20      0.17212      0.95797     1.0000     0.4170     0.4170
     63        63       6        236.83         69.47    1082212.92      0.68330      0.42801     1.0000     0.4850     0.4850
     63        63       9        253.44         69.47    1002471.76      0.43130      0.87850     1.0000     0.3050     0.3050
     63        63      12        311.94         69.47    1015433.43      0.20881      0.91400     1.0000     0.2750     0.2750
     64        64       3        122.46        207.42    1897538.02      0.10825     -2.29138     1.0000     0.9040     0.9040
     64        64       6        190.92        207.42    1317589.69      0.86037     -0.53434     1.0000     0.7000     0.7000
     64        64       9        216.20        207.42    1151606.34      0.52976      0.16811     1.0000     0.5110     0.5110
     64        64      12        222.97        207.42    1275146.37      0.15738     -0.47041     1.0000     0.6910     0.6910
     65        65       3        889.60         34.64     131198.68      3.62337      3.37843     1.0000     0.0160     0.0160
     65        65       6        878.27         34.64    2148088.83      2.25469     -4.46055     1.0000     0.9990     0.9990
     65        65       9        818.97         34.64    1806615.40      2.11918     -3.47192     1.0000     0.9930     0.9930
     65        65      12        749.12         34.64    1576934.77      2.01139     -2.45135     1.0000     0.9670     0.9670
     66        66       3        183.63        288.57    1469329.27      1.04665     -0.91067     1.0000     0.7720     0.7720
     66        66       6        185.35        288.57    1517338.56      1.07437     -1.35103     1.0000     0.8480     0.8480
     66        66       9        195.38        288.57    1429188.13      0.95541     -1.15413     1.0000     0.8540     0.8540
     66        66      12        236.68        288.57    1255696.15      0.99794     -0.36673     1.0000     0.6550     0.6550
     67        67       3       1000.25        177.31     386777.56      1.09166      2.48628     1.0000     0.1050     0.1050
     67        67       6       1094.92        177.31     450765.00      1.26268      2.87138     1.0000     0.0260     0.0260
     67        67       9       1115.76        177.31     480533.11      1.22102      3.19287     1.0000     0.0060     0.0060
     67        67      12       1077.62        177.31    1186633.80      0.03708     -0.47344     1.0000     0.6970     0.6970
     68        68       3       1143.39         12.08     628683.77      0.36645      1.63238     1.0000     0.2610     0.2610
     68        68       6       1111.56         12.08     648500.88      0.21853      2.00224     1.0000     0.1130     0.1130
     68        68       9       1082.73         12.08     842472.94      0.52831      1.33938     1.0000     0.2280     0.2280
     68        68      12       1068.78         12.08     765863.19      0.76112      1.93787     1.0000     0.0890     0.0890
     69        69       3       3356.61        581.46      25920.05      0.26189      3.74657     1.0000     0.0000     0.0000
     69        69       6       3496.93        581.46     421682.85      0.17001      3.19312     1.0000     0.0100     0.0100
     69        69       9       2842.99        581.46     386294.65      0.06212      3.81956     1.0000     0.0030     0.0030
     69        69      12       2593.77        581.46     490737.36      0.03020      3.71937     1.0000     0.0030     0.0030
     70        70       3       3517.10        732.69     584750.43      0.09547      2.01208     1.0000     0.1860     0.1860
     70        70       6       3914.74        732.69     881877.76      0.40321      1.51719     1.0000     0.1880     0.1880
     70        70       9       3989.57        732.69    1181765.23      0.45974      0.44613     1.0000     0.4410     0.4410
     70        70      12       3375.96        732.69    1032421.23      0.24146      1.02927     1.0000     0.2660     0.2660
     71        71       3       4974.84        651.38    2241597.73      0.42964     -2.56743     1.0000     0.9310     0.9310
     71        71       6       4285.65        651.38    1493275.78      0.30452     -0.79530     1.0000     0.7550     0.7550
     71        71       9       4280.77        651.38    1307526.11      0.84301     -0.10805     1.0000     0.5780     0.5780
     71        71      12       4420.82        651.38    1536664.95      0.26531     -0.92003     1.0000     0.7690     0.7690
     72        72       3       3689.61        828.04     351703.87      0.05614      2.77794     1.0000     0.0750     0.0750
     72        72       6       3885.81        828.04     261488.85      0.07154      3.86369     1.0000     0.0020     0.0020
     72        72       9       3697.04        828.04     340830.08      0.15670      4.15179     1.0000     0.0000     0.0000
     72        72      12       3599.28        828.04     929832.50      0.84974      1.74158     1.0000     0.1100     0.1100
     73        73       3       3036.45        789.92     392511.26      0.22396      2.60875     1.0000     0.0950     0.0950
     73        73       6       3051.35        789.92     286511.26      0.55085      3.72511     1.0000     0.0020     0.0020
     73        73       9       2861.22        789.92     277560.29      0.74294      4.33583     1.0000     0.0000     0.0000
     73        73      12       2777.43        789.92     407374.16      0.41259      4.16230     1.0000     0.0010     0.0010
     74        74       3       5011.60        140.81     376627.47      0.02089      2.75264     1.0000     0.0730     0.0730
