#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
     16        16       3       3461.90        248.20    1049428.34      1.01051      0.75780     1.0000     0.5000     0.5000
     16        16       6       3464.86        248.20     892108.56      1.63162      1.54433     1.0000     0.1900     0.1900
     16        16       9       3354.95        248.20     768361.50      1.66306      2.33389     1.0000     0.0300     0.0300
     16        16      12       3349.13        248.20     734001.91      1.59344      2.77788     1.0000     0.0000     0.0000
     17        17       3       2439.76        204.24     578662.09      0.55131      1.99046     1.0000     0.1600     0.1600
     17        17       6       2418.15        204.24     587795.13      0.49517      2.48718     1.0000     0.0500     0.0500
     17        17       9       2180.71        204.24     721625.23      0.38069      2.14446     1.0000     0.0900     0.0900
     17        17      12       2218.65        204.24     839555.05      0.20477      1.75801     1.0000     0.1700     0.1700
     18        18       3       1457.11        147.33    1462545.17      0.17818     -1.34303     1.0000     0.8500     0.8500
     18        18       6       1447.83        147.33    1026613.40      0.70958      0.25104     1.0000     0.4400     0.4400
     18        18       9       1466.90        147.33    1029310.63      0.18230      0.27839     1.0000     0.4800     0.4800
     18        18      12       1399.17        147.33     887324.17      0.21039      1.09097     1.0000     0.3100     0.3100
     19        19       3       1835.84        128.08     882827.83      0.06232      0.81389     1.0000     0.4300     0.4300
     19        19       6       1791.36        128.08    1062261.36      0.51869      0.25548     1.0000     0.5300     0.5300
     19        19       9       1837.68        128.08     966836.27      0.58106      0.77879     1.0000     0.2100     0.2100
     19        19      12       1741.43        128.08    1018657.53      0.94663      0.57912     1.0000     0.4600     0.4600
     20        20       3       1835.84        125.92     882827.83      0.06232      0.81389     1.0000     0.4800     0.4800
     20        20       6       1791.36        125.92    1062261.36      0.51869      0.25548     1.0000     0.5500     0.5500
     20        20       9       1837.68        125.92     966836.27      0.58106      0.77879     1.0000     0.2800     0.2800
     20        20      12       1741.43        125.92    1018657.53      0.94663      0.57912     1.0000     0.3800     0.3800
     21        21       3       5253.93         94.95     117923.16      0.07964      3.50570     1.0000     0.0000     0.0000
     21        21       6       4910.73         94.95     235283.26      0.24853      4.03977     1.0000     0.0000     0.0000
     21        21       9       4719.06         94.95     218980.01      0.18979      4.75076     1.0000     0.0000     0.0000
     21        21      12       4463.75         94.95     785975.61      1.17226      2.70010     1.0000     0.0500     0.0500
     22        22       3       4173.76       1153.84    1829693.97      0.06085     -1.27988     1.0000     0.7900     0.7900
     22        22       6       3912.60       1153.84    1782306.40      1.13902     -1.75698     1.0000     0.9300     0.9300
     22        22       9       3878.29       1153.84    1997340.44      2.57685     -2.97606     1.0000     0.9900     0.9900
     22        22      12       3729.00       1153.84    1976398.90      1.90991     -3.22912     1.0000     0.9900     0.9900
     23        23       3       4648.97        811.20    1799724.44      0.91610     -1.19623     1.0000     0.8800     0.8800
     23        23       6       4764.70        811.20    1593474.82      1.69649     -0.65306     1.0000     0.7200     0.7200
     23        23       9       4479.70        811.20    1641611.18      1.27234     -1.11524     1.0000     0.8100     0.8100
     23        23      12       4163.39        811.20    1796592.85      1.38851     -1.96314     1.0000     0.9700     0.9700
     24        24       3       1070.61        105.15     853086.40      0.20523      0.81145     1.0000     0.4800     0.4800
     24        24       6        878.47        105.15    1536919.80      0.40313     -1.97566     1.0000     0.9600     0.9600
     24        24       9        788.48        105.15    1348509.28      0.12562     -1.23777     1.0000     0.7900     0.7900
     24        24      12        934.28        105.15    1153723.87      0.05723     -0.35613     1.0000     0.6400     0.6400
     25        25       3        684.48        214.63    2056799.20      0.48958     -3.19844     1.0000     0.9700     0.9700
     25        25       6        744.08        214.63    1548571.00      0.13507     -1.93997     1.0000     0.9300     0.9300
     25        25       9        636.03        214.63    1277512.13      0.67979     -0.79274     1.0000     0.7600     0.7600
     25        25      12        664.50        214.63    1173629.56      0.70617     -0.30051     1.0000     0.6100     0.6100
     26        26       3        871.93         34.64    2453898.55      1.93423     -4.77100     1.0000     0.9900     0.9900
     26        26       6        792.68         34.64    1970451.78      2.62737     -3.79052     1.0000     1.0000     1.0000
     26        26       9        772.01         34.64    1838475.02      1.71228     -3.74171     1.0000     1.0000     1.0000
     26        26      12        798.44         34.64    1632063.82      1.40647     -3.00674     1.0000     1.0000     1.0000
     27        27       3       1094.16        604.56    2003462.12      0.99639     -3.25500     1.0000     0.9300     0.9300
     27        27       6        962.58        604.56    1867817.82      1.33960     -3.44581     1.0000     1.0000     1.0000
     27        27       9       1027.49        604.56    1920949.60      2.98070     -4.37774     1.0000     1.0000     1.0000
     27        27      12        980.72        604.56    1858433.61      2.09052     -4.43815     1.0000     1.0000     1.0000
     28        28       3       1000.25        189.18     386777.56      1.12489      2.45981     1.0000     0.1500     0.1500
     28        28       6        948.09        189.18     551131.98      1.03219      2.40410     1.0000     0.1200     0.1200
     28        28       9        884.49        189.18     680196.98      0.43568      2.13284     1.0000     0.1000     0.1000
     28        28      12        917.30        189.18     668710.93      0.02109      2.45330     1.0000     0.0200     0.0200
     29        29       3       1160.11         78.89    1161095.52      0.35734     -0.27732     1.0000     0.7100     0.7100
     29        29       6       1288.57         78.89     849817.91      0.10195      1.00654     1.0000     0.3600     0.3600
     29        29       9       1241.86         78.89     724763.85      0.09242      1.83207     1.0000     0.1200     0.1200
     29        29      12       1116.60         78.89     630740.39      0.10360      2.64084     1.0000     0.0300     0.0300
     30        30       3       3596.46        612.79     588602.09      0.07551      2.10556     1.0000     0.2100     0.2100
     30        30       6       3914.74        612.79     881877.76      0.37912      1.58227     1.0000     0.1800     0.1800
     30        30       9       3989.57        612.79    1181765.23      0.44992      0.78086     1.0000     0.4000     0.4000
     30        30      12       3375.96        612.79    1032421.23      0.25183      1.33502     1.0000     0.2100     0.2100
     31        31       3       2983.56        985.19     412679.74      0.25071      2.56737     1.0000     0.1500     0.1500
     31        31       6       3051.35        985.19     286511.26      0.52479      3.74379     1.0000     0.0000     0.0000
     31        31       9       2828.40        985.19     321231.15      0.62674      4.20515     1.0000     0.0000     0.0000
     31        31      12       2766.01        985.19     303053.05      0.60533      4.73671     1.0000     0.0000     0.0000
     32        32       3       5164.14        260.37    1006618.03      1.09231      1.08410     1.0000     0.4400     0.4400
     32        32       6       5081.43        260.37     891393.58      1.01080      1.77277     1.0000     0.1600     0.1600
     32        32       9       4922.79        260.37     712409.76      1.26780      2.78588     1.0000     0.0100     0.0100
     32        32      12       4824.44        260.37     686759.55      1.21161      3.23310     1.0000     0.0000     0.0000
     33        33       3        437.21         57.27     477757.86      0.15303      2.23194     1.0000     0.1400     0.1400
     33        33       6        559.76         57.27     596018.76      0.26042      2.30168     1.0000     0.0600     0.0600
     33        33       9        478.06         57.27     854768.83      0.17713      1.43774     1.0000     0.2100     0.2100
     33        33      12        534.22         57.27     880683.30      0.02474      1.41234     1.0000     0.1400     0.1400
     34        34       3        437.21         95.99     477757.86      0.15303      2.23194     1.0000     0.1400     0.1400
     34        34       6        390.30         95.99     738676.80      0.50389      1.75709     1.0000     0.2200     0.2200
     34        34       9        402.07         95.99     978100.97      0.53947      0.87812     1.0000     0.4200     0.4200
     34        34      12        414.07         95.99     957648.98      0.11762      1.04107     1.0000     0.2900     0.2900
     35        35       3        323.38        126.73     309386.72      0.66306      2.80948     1.0000     0.0700     0.0700
     35        35       6        316.86        126.73     906716.90      0.30609      1.07136     1.0000     0.2600     0.2600
     35        35       9        298.49        126.73     986715.70      0.33476      0.85950     1.0000     0.3700     0.3700
     35        35      12        321.03        126.73    1091229.63      0.13134      0.39356     1.0000     0.3800     0.3800
     36        36       3        196.52        180.24    1252594.94      0.51501     -0.29265     1.0000     0.7000     0.7000
     36        36       6        192.01        180.24    1056513.26      0.73864      0.44665     1.0000     0.4100     0.4100
     36        36       9        215.10        180.24    1178130.59      0.16373     -0.07054     1.0000     0.6300     0.6300
     36        36      12        265.79        180.24    1123241.05      0.29509      0.21951     1.0000     0.4800     0.4800
     37        37       3        774.99         95.78    1049687.85      0.43304      0.19585     1.0000     0.6800     0.6800
     37        37       6        816.54         95.78     970336.26      0.94070      0.59641     1.0000     0.4300     0.4300
     37        37       9        758.52         95.78    1075781.10      0.01718      0.15599     1.0000     0.5000     0.5000
     37        37      12        685.66         95.78    1075873.19      0.17829      0.25151     1.0000     0.5300     0.5300
     38        38       3        836.60        171.67    1026942.57      0.02145      0.22880     1.0000     0.5600     0.5600
     38        38       6        812.07        171.67    1094990.38      0.62336      0.04963     1.0000     0.5800     0.5800
     38        38       9        825.01        171.67    1143295.89      0.20419     -0.18904     1.0000     0.5700     0.5700
     38        38      12        798.55        171.67    1173695.37      0.16460     -0.38540     1.0000     0.6300     0.6300
     39        39       3        882.08        248.01    1001242.33      0.04698      0.31885     1.0000     0.6100     0.6100
     39        39       6        812.07        248.01    1094990.38      0.62336      0.04963     1.0000     0.6700     0.6700
     39        39       9        865.19        248.01    1156840.58      0.18924     -0.33437     1.0000     0.6000     0.6000
     39        39      12        822.54        248.01    1179765.47      0.57815     -0.42012     1.0000     0.7100     0.7100
     40        40       3        849.14        102.70    1373877.33      0.31276     -0.98680     1.0000     0.7700     0.7700
     40        40       6        874.38        102.70    1178814.52      0.50637     -0.38463     1.0000     0.6700     0.6700
     40        40       9        930.77        102.70    1163850.47      0.17454     -0.37066     1.0000     0.7100     0.7100
     40        40      12        851.31        102.70    1151964.10      0.45937     -0.34594     1.0000     0.6600     0.6600
     41        41       3        384.92         86.94     694825.40      0.70142      1.53063     1.0000     0.3300     0.3300
     41        41       6        333.73         86.94     790358.32      1.79889      1.55662     1.0000     0.2200     0.2200
     41        41       9        399.75         86.94     743335.54      1.81352      2.02436     1.0000     0.1400     0.1400
     41        41      12        483.60         86.94     950030.31      1.35109      1.08312     1.0000     0.3400     0.3400
     42        42       3        784.72        362.84    1279959.24      0.12931     -0.60072     1.0000     0.7100     0.7100
     42        42       6        762.18        362.84    1011200.29      0.19111      0.41717     1.0000     0.4900     0.4900
     42        42       9        690.65        362.84    1016903.91      0.48381      0.52231     1.0000     0.3800     0.3800
     42        42      12        794.11        362.84    1074960.75      0.29861      0.17925     1.0000     0.5600     0.5600
     43        43       3       1529.93        518.67     726932.56      1.50893      1.25734     1.0000     0.4200     0.4200
     43        43       6       1281.00        518.67    1061539.20      1.22859      0.04831     1.0000     0.6000     0.6000
     43        43       9       1213.78        518.67     889419.42      1.79089      0.96386     1.0000     0.2600     0.2600
     43        43      12       1242.68        518.67    1031197.05      1.05770      0.24203     1.0000     0.5800     0.5800
     44        44       3       1599.16        295.08     366351.84      0.10023      2.53198     1.0000     0.1200     0.1200
     44        44       6       1624.92        295.08    1279701.98      1.10100     -0.88340     1.0000     0.7900     0.7900
     44        44       9       1472.06        295.08    1650856.41      2.65944     -2.96746     1.0000     0.9900     0.9900
     44        44      12       1390.30        295.08    1696366.43      2.99459     -3.68293     1.0000     1.0000     1.0000
     45        45       3       4523.56        422.41      93991.48      0.11195      3.56468     1.0000     0.0100     0.0100
     45        45       6       4202.53        422.41     181385.02      0.10782      4.21077     1.0000     0.0000     0.0000
     45        45       9       4010.54        422.41     892916.50      0.44269      1.97189     1.0000     0.1000     0.1000
     45        45      12       3849.91        422.41     776658.50      0.40591      2.57164     1.0000     0.0100     0.0100
     46        46       3       4254.33        199.95     502940.36      0.19968      2.42326     1.0000     0.1100     0.1100
     46        46       6       4165.86        199.95     379193.07      0.07130      3.51069     1.0000     0.0000     0.0000
     46        46       9       4010.67        199.95    1146414.66      0.49901      0.92663     1.0000     0.3500     0.3500
     46        46      12       4101.55        199.95    1041376.34      0.23448      1.52162     1.0000     0.1400     0.1400
     47        47       3       3038.23        788.85    1178969.18      1.53393      0.22835     1.0000     0.6300     0.6300
     47        47       6       2716.33        788.85    1353424.36      0.90567     -0.59404     1.0000     0.6900     0.6900
     47        47       9       2946.57        788.85    1086398.56      0.92658      0.75477     1.0000     0.2500     0.2500
     47        47      12       3125.37        788.85     941747.18      1.10149      1.57457     1.0000     0.1300     0.1300
     48        48       3       1503.11        294.62    1372676.39      0.80125     -1.02534     1.0000     0.7800     0.7800
     48        48       6       1465.80        294.62    1185311.66      0.37724     -0.46031     1.0000     0.7200     0.7200
     48        48       9       1466.90        294.62    1029310.63      0.18230      0.27839     1.0000     0.4500     0.4500
     48        48      12       1399.17        294.62     887324.17      0.21039      1.09097     1.0000     0.1700     0.1700
     49        49       3       1580.32        190.29    1080416.46      0.21273      0.00779     1.0000     0.6800     0.6800
     49        49       6       1588.68        190.29     875994.23      0.37618      0.92618     1.0000     0.3400     0.3400
     49        49       9       1669.59        190.29    1059429.63      0.84295      0.31193     1.0000     0.4500     0.4500
     49        49      12       1571.52        190.29     987668.27      1.02054      0.55489     1.0000     0.4600     0.4600
     50        50       3       1580.32         80.71    1080416.46      0.21273      0.00779     1.0000     0.6400     0.6400
     50        50       6       1693.69         80.71    1027406.36      0.44905      0.40633     1.0000     0.4900     0.4900
     50        50       9       1676.41         80.71     981780.04      0.70278      0.70344     1.0000     0.4100     0.4100
     50        50      12       1610.52         80.71     949594.34      1.25146      0.77739     1.0000     0.3000     0.3000
     51        51       3       1762.58        295.94     917788.54      0.46520      0.69457     1.0000     0.4200     0.4200
     51        51       6       1676.28        295.94     812383.16      0.99669      1.33690     1.0000     0.2500     0.2500
     51        51       9       1555.18        295.94    1060277.74      0.15311      0.11667     1.0000     0.6000     0.6000
     51        51      12       1537.16        295.94    1044822.03      0.23651      0.22089     1.0000     0.5400     0.5400
     52        52       3       4941.12        445.34     142181.16      0.11042      3.43960     1.0000     0.0100     0.0100
     52        52       6       4910.73        445.34     235283.26      0.24853      4.03977     1.0000     0.0000     0.0000
     52        52       9       4719.06        445.34     218980.01      0.18979      4.75076     1.0000     0.0000     0.0000
     52        52      12       4463.75        445.34     785975.61      1.17226      2.70010     1.0000     0.0200     0.0200
     53        53       3       5253.93        173.27     117923.16      0.07964      3.50570     1.0000     0.0100     0.0100
     53        53       6       4910.73        173.27     235283.26      0.24853      4.03977     1.0000     0.0000     0.0000
     53        53       9       4797.70        173.27     663254.73      0.62569      2.98375     1.0000     0.0000     0.0000
     53        53      12       4463.75        173.27     785975.61      1.17226      2.70010     1.0000     0.0200     0.0200
     54        54       3       4862.77        906.70     114678.86      0.06967      3.51454     1.0000     0.0200     0.0200
     54        54       6       4384.53        906.70    1046425.53      1.17608      1.14923     1.0000     0.2500     0.2500
     54        54       9       4289.43        906.70     882432.90      1.23265      2.01511     1.0000     0.0900     0.0900
     54        54      12       4385.43        906.70     808971.67      1.06870      2.59399     1.0000     0.0300     0.0300
     55        55       3       4303.03        524.66    1012096.50      0.81108      1.00214     1.0000     0.4000     0.4000
     55        55       6       4121.24        524.66     966566.62      1.43977      1.43187     1.0000     0.1400     0.1400
     55        55       9       3891.07        524.66     879572.08      1.37510      1.85339     1.0000     0.1200     0.1200
     55        55      12       3885.23        524.66     788078.35      1.38745      2.51642     1.0000     0.0200     0.0200
     56        56       3       4432.63       1038.47    2505452.36      0.93698     -3.16600     1.0000     0.9900     0.9900
     56        56       6       4053.77       1038.47    2167762.59      2.78874     -2.81939     1.0000     0.9700     0.9700
     56        56       9       3878.29       1038.47    1997340.44      2.57685     -2.97606     1.0000     0.9800     0.9800
     56        56      12       3899.23       1038.47    2061138.83      1.45185     -3.63884     1.0000     1.0000     1.0000
     57        57       3       4516.14       1184.39    2858315.96      1.93531     -4.15089     1.0000     1.0000     1.0000
     57        57       6       4473.22       1184.39    2344769.92      3.18718     -3.44585     1.0000     0.9900     0.9900
     57        57       9       4281.49       1184.39    2324157.98      2.60682     -3.92961     1.0000     1.0000     1.0000
     57        57      12       4059.26       1184.39    2084390.29      2.52273     -3.29111     1.0000     1.0000     1.0000
     58        58       3       4648.97        757.49    1799724.44      0.91610     -1.19623     1.0000     0.8500     0.8500
     58        58       6       4764.70        757.49    1593474.82      1.69649     -0.65306     1.0000     0.7300     0.7300
     58        58       9       4479.70        757.49    1641611.18      1.27234     -1.11524     1.0000     0.7300     0.7300
     58        58      12       4163.39        757.49    1796592.85      1.38851     -1.96314     1.0000     0.9400     0.9400
     59        59       3        823.11         98.51    1671266.02      1.04819     -1.95437     1.0000     0.9200     0.9200
     59        59       6        811.03         98.51    1583832.30      0.28513     -2.09464     1.0000     0.9300     0.9300
     59        59       9        898.22         98.51    1296913.56      0.13686     -1.05942     1.0000     0.8200     0.8200
     59        59      12        796.68         98.51    1205186.46      0.24572     -0.56549     1.0000     0.7100     0.7100
     60        60       3        889.60        130.49     131198.68      3.70147      3.36733     1.0000     0.0300     0.0300
     60        60       6        948.47        130.49    2062264.20      2.44957     -4.30971     1.0000     0.9900     0.9900
     60        60       9        852.71        130.49    1831216.58      1.76750     -3.82509     1.0000     1.0000     1.0000
     60        60      12        788.14        130.49    1595671.18      1.87226     -2.79862     1.0000     0.9800     0.9800
     61        61       3        889.60         95.93     131198.68      3.70147      3.36733     1.0000     0.0100     0.0100
     61        61       6        948.47         95.93    2062264.20      2.44957     -4.30971     1.0000     1.0000     1.0000
     61        61       9        852.71         95.93    1831216.58      1.76750     -3.82509     1.0000     0.9900     0.9900
     61        61      12        823.32         95.93    1610724.98      1.71320     -2.88471     1.0000     0.9800     0.9800
     62        62       3        670.90        109.05    1097637.36      0.25180      0.07779     1.0000     0.5800     0.5800
     62        62       6        631.54        109.05     898785.75      0.15242      0.95991     1.0000     0.2700     0.2700
     62        62       9        586.84        109.05    1274683.06      1.02176     -0.77846     1.0000     0.8300     0.8300
     62        62      12        697.31        109.05    1300137.01      1.64841     -1.10850     1.0000     0.8100     0.8100
     63        63       3        269.15         69.47     889798.20      0.18642      0.90055     1.0000     0.3900     0.3900
     63        63       6        236.83         69.47    1082212.92      0.67874      0.33947     1.0000     0.5100     0.5100
     63        63       9        253.44         69.47    1002471.76      0.41667      0.78294     1.0000     0.2900     0.2900
     63        63      12        311.94         69.47    1015433.43      0.18565      0.80568     1.0000     0.3600     0.3600
     64        64       3        122.46        207.42    1897538.02      0.09956     -2.41382     1.0000     0.9600     0.9600
     64        64       6        190.92        207.42    1317589.69      0.85935     -0.64214     1.0000     0.7000     0.7000
     64        64       9        216.20        207.42    1151606.34      0.51710      0.05834     1.0000     0.5600     0.5600
     64        64      12        222.97        207.42    1275146.37      0.18786     -0.60643     1.0000     0.6800     0.6800
     65        65       3        889.60         34.64     131198.68      3.70147      3.36733     1.0000     0.0300     0.0300
     65        65       6        878.27         34.64    2148088.83      2.29105     -4.69102     1.0000     1.0000     1.0000
     65        65       9        818.97         34.64    1806615.40      2.11956     -3.57889     1.0000     1.0000     1.0000
     65        65      12        749.12         34.64    1576934.77      2.03765     -2.69147     1.0000     0.9600     0.9600
     66        66       3        183.63        288.57    1469329.27      1.07845     -1.00548     1.0000     0.7400     0.7400
     66        66       6        185.35        288.57    1517338.56      1.11411     -1.47518     1.0000     0.8900     0.8900
     66        66       9        195.38        288.57    1429188.13      0.99779     -1.29036     1.0000     0.8500     0.8500
     66        66      12        236.68        288.57    1255696.15      1.04525     -0.50067     1.0000     0.6700     0.6700
     67        67       3       1000.25        174.14     386777.56      1.12489      2.45981     1.0000     0.1200     0.1200
     67        67       6       1094.92        174.14     450765.00      1.30722      2.83226     1.0000     0.0600     0.0600
     67        67       9       1115.76        174.14     480533.11      1.27013      3.14428     1.0000     0.0200     0.0200
     67        67      12       1077.62        174.14    1186633.80      0.06719     -0.60771     1.0000     0.7900     0.7900
     68        68       3       1143.39         12.08     628683.77      0.35941      1.60469     1.0000     0.2800     0.2800
     68        68       6       1111.56         12.08     648500.88      0.20324      1.94595     1.0000     0.1300     0.1300
     68        68       9       1082.73         12.08     842472.94      0.56374      1.25419     1.0000     0.2400     0.2400
     68        68      12       1068.78         12.08     765863.19      0.80553      1.85121     1.0000     0.1500     0.1500
     69        69       3       3356.61        579.88      25920.05      0.25643      3.75122     1.0000     0.0000     0.0000
     69        69       6       3496.93        579.88     421682.85      0.17642      3.28891     1.0000     0.0000     0.0000
     69        69       9       2842.99        579.88     386294.65      0.03742      3.91176     1.0000     0.0000     0.0000
     69        69      12       2593.77        579.88     490737.36      0.05620      3.75195     1.0000     0.0000     0.0000
     70        70       3       3517.10        732.69     584750.43      0.08031      2.11683     1.0000     0.1000     0.1000
     70        70       6       3914.74        732.69     881877.76      0.37912      1.58227     1.0000     0.1400     0.1400
     70        70       9       3989.57        732.69    1181765.23      0.44992      0.78086     1.0000     0.3300     0.3300
     70        70      12       3375.96        732.69    1032421.23      0.25183      1.33502     1.0000     0.2200     0.2200
     71        71       3       4974.84        651.38    2241597.73      0.41939     -2.28109     1.0000     0.9300     0.9300
     71        71       6       4285.65        651.38    1493275.78      0.30043     -0.43226     1.0000     0.6800     0.6800
     71        71       9       3989.57        651.38    1181765.23      0.44992      0.78086     1.0000     0.3300     0.3300
     71        71      12       3705.52        651.38    1039496.64      0.48607      1.30081     1.0000     0.1800     0.1800
     72        72       3       3689.61        827.91     351703.87      0.04539      2.79841     1.0000     0.0300     0.0300
     72        72       6       3885.81        827.91     261488.85      0.08636      3.88299     1.0000     0.0000     0.0000
     72        72       9       3697.04        827.91     340830.08      0.13296      4.18109     1.0000     0.0000     0.0000
     72        72      12       3599.28        827.91     929832.50      0.80885      1.83104     1.0000     0.0900     0.0900
     73        73       3       3036.45        789.67     392511.26      0.21018      2.62893     1.0000     0.1500     0.1500
     73        73       6       3051.35        789.67     286511.26      0.52479      3.74379     1.0000     0.0000     0.0000
     73        73       9       2861.22        789.67     277560.29      0.68400      4.40208     1.0000     0.0000     0.0000
     73        73      12       2777.43        789.67     407374.16      0.38105      4.18934     1.0000     0.0000     0.0000
     74        74       3       5011.60        139.66     376627.47      0.02895      2.80075     1.0000     0.0600     0.0600
