#   GrNr    Ngal    Rij(kpc)  size(kpc)  sigm(km/s)  Vmean(km/s) Pmin(ds)   Pmin_avr(ds)
      0       6     4106.58     280.57  246595.06 22731435.85     0.0000     0.0015
      1       6     5180.69     173.27  167543.01 22817681.15     0.0000     0.0000
      2       3      365.05     133.55   37754.78 22242205.04     0.0000     0.0350
      3       9     2842.99     581.46  386294.65 22679228.16     0.0000     0.1928
      4       6     1673.14     118.28  259995.19 22337352.17     0.0000     0.1828
      5      12     4399.04     113.20  419288.67 23076983.64     0.0000     0.1620
