#   GrNr    Ngal    Rij(kpc)  size(kpc)  sigm(km/s)  Vmean(km/s) Pmin(ds)   Pmin_avr(ds)
      0       9     4480.38     566.34  279266.65 14155654.53     0.0000     0.0173
      1      15     1631.55     257.76  471069.14 14093073.03     0.0010     0.0289
      2       9     1874.51      75.03  391180.73 14227893.87     0.0020     0.2736
      3       9     3551.14      50.36  289015.96 14720598.23     0.0000     0.0777
      4      24      744.38     256.25  597825.97 14583166.52     0.0010     0.0844
      5       3     1959.94     638.98   56245.09 15594410.22     0.0010     0.0473
      6       3     4579.53     259.55   54500.49 14454319.71     0.0010     0.0473
      7      18     3290.12     360.64  528454.61 14610377.57     0.0010     0.1580
      8       3     2843.34     249.41   31727.05 15601199.51     0.0010     0.1037
