#   GrNr    Ngal    Rij(kpc)  size(kpc)  sigm(km/s)  Vmean(km/s) Pmin(ds)   Pmin_avr(ds)
      0       3     2277.96     214.93   15863.53 14045276.66     0.0000     0.5787
      1       6     1640.65     347.05  177343.56 14051772.16     0.0000     0.2340
