#   GrNr    Ngal    Rij(kpc)  size(kpc)  sigm(km/s)  Vmean(km/s) Pmin(ds)   Pmin_avr(ds)
      0       9     3419.21     136.05  281908.40 14507950.54     0.0000     0.0110
      1      12     1865.03      75.03  433952.31 14188154.02     0.0000     0.3097
      2      12     4483.18     566.34  272973.78 14163588.81     0.0000     0.0731
      3      12     1515.60     216.52  387242.11 14227841.29     0.0000     0.0173
