#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
      0         0       3       1107.72        262.12     923693.27      0.11494      0.70754     1.0000     0.5100     0.5100
      0         0       6       1160.86        262.12     735042.93      0.98798      1.70504     1.0000     0.2000     0.2000
      0         0       9       1167.03        262.12     710413.73      1.47066      2.10934     1.0000     0.0900     0.0900
      0         0      12       1189.04        262.12     623938.19      1.49730      2.84327     1.0000     0.0100     0.0100
      0         0      15       1178.23        262.12     721880.56      0.97164      2.51102     1.0000     0.0200     0.0200
      0         0      18       1170.36        262.12     935426.69      0.59643      1.30042     1.0000     0.1500     0.1500
      0         0      21       1164.59        262.12    1048702.14      0.62575      0.59209     1.0000     0.3400     0.3400
      0         0      24       1165.33        262.12    1117227.15      0.77117      0.11833     1.0000     0.6200     0.6200
      0         0      27       1153.14        262.12    1113383.82      1.30750      0.15427     1.0000     0.5400     0.5400
      0         0      30       1159.18        262.12    1187136.33      1.29814     -0.43910     1.0000     0.6200     0.6200
      1         1       3       1485.92        232.03     678942.43      1.05431      1.63275     1.0000     0.2600     0.2600
      1         1       6       1454.92        232.03    1269834.12      0.37237     -0.35119     1.0000     0.6800     0.6800
      1         1       9       1458.82        232.03    1088260.96      0.65558      0.45777     1.0000     0.4400     0.4400
      1         1      12       1449.74        232.03    1088631.16      0.21916      0.51029     1.0000     0.3400     0.3400
      1         1      15       1452.50        232.03    1005246.51      0.06848      1.04512     1.0000     0.1800     0.1800
      1         1      18       1434.00        232.03    1032330.94      0.34741      0.95525     1.0000     0.3400     0.3400
      1         1      21       1398.74        232.03    1154680.41      0.46609      0.19754     1.0000     0.4300     0.4300
      1         1      24       1369.41        232.03    1092567.41      0.75230      0.40978     1.0000     0.4200     0.4200
      1         1      27       1365.94        232.03    1126689.87      0.27943      0.16852     1.0000     0.4100     0.4100
      1         1      30       1366.04        232.03    1121039.09      0.78364      0.22161     1.0000     0.4700     0.4700
      2         2       3       1795.84        465.31    1487875.31      1.13169     -0.93870     1.0000     0.7000     0.7000
      2         2       6       1778.84        465.31    1055212.05      1.10476      0.62185     1.0000     0.4500     0.4500
      2         2       9       1774.01        465.31    1198044.74      1.51327      0.05728     1.0000     0.5500     0.5500
      2         2      12       1809.52        465.31    1235292.66      1.07097     -0.21436     1.0000     0.5800     0.5800
      2         2      15       1787.87        465.31    1263244.87      0.33414     -0.39624     1.0000     0.6500     0.6500
      2         2      18       1809.19        465.31    1172158.02      0.32339      0.14127     1.0000     0.4900     0.4900
      2         2      21       1812.53        465.31    1141111.00      0.00781      0.35688     1.0000     0.3700     0.3700
      2         2      24       1808.79        465.31    1141974.62      0.02327      0.37126     1.0000     0.4600     0.4600
      2         2      27       1822.96        465.31    1151222.81      0.12651      0.32184     1.0000     0.5300     0.5300
      2         2      30       1838.14        465.31    1139182.90      0.07300      0.42952     1.0000     0.3400     0.3400
      3         3       3       1719.56        645.58    1565920.10      0.64644     -1.12446     1.0000     0.8500     0.8500
      3         3       6       1755.17        645.58    1245514.72      1.76766     -0.14116     1.0000     0.6800     0.6800
      3         3       9       1750.53        645.58    1308153.07      1.02845     -0.45706     1.0000     0.6800     0.6800
      3         3      12       1731.56        645.58    1366070.74      0.42074     -0.81424     1.0000     0.7600     0.7600
      3         3      15       1711.03        645.58    1304989.47      0.28683     -0.54119     1.0000     0.7800     0.7800
      3         3      18       1727.75        645.58    1333109.96      0.48733     -0.75602     1.0000     0.7700     0.7700
      3         3      21       1715.87        645.58    1237613.00      0.31530     -0.17915     1.0000     0.5600     0.5600
      3         3      24       1704.19        645.58    1172781.29      0.28943      0.26030     1.0000     0.4500     0.4500
      3         3      27       1713.39        645.58    1111026.18      0.37930      0.72368     1.0000     0.3600     0.3600
      3         3      30       1722.47        645.58    1084910.30      0.55749      0.95583     1.0000     0.1300     0.1300
      4         4       3        924.82         58.83     218691.01      0.56423      3.06938     1.0000     0.0300     0.0300
      4         4       6        902.05         58.83     819832.95      0.10779      1.25121     1.0000     0.2200     0.2200
      4         4       9        876.95         58.83    1076061.29      1.00970      0.14633     1.0000     0.4600     0.4600
      4         4      12        943.60         58.83    1127123.10      2.01853     -0.04404     1.0000     0.5900     0.5900
      4         4      15        934.68         58.83    1029558.64      2.17463      0.47028     1.0000     0.4600     0.4600
      4         4      18        927.68         58.83    1026334.60      2.23896      0.52827     1.0000     0.3600     0.3600
      4         4      21        970.88         58.83    1053725.35      2.52928      0.46541     1.0000     0.3800     0.3800
      4         4      24        954.92         58.83    1046208.30      2.80905      0.54846     1.0000     0.4000     0.4000
      4         4      27        924.74         58.83    1055782.06      2.59545      0.39030     1.0000     0.5400     0.5400
      4         4      30        931.25         58.83    1075082.38      2.25196      0.24695     1.0000     0.4000     0.4000
      5         5       3        823.54         29.60     636537.36      0.08569      1.58967     1.0000     0.3100     0.3100
      5         5       6        872.92         29.60     519403.47      0.37778      2.57099     1.0000     0.0900     0.0900
      5         5       9        841.73         29.60    1087580.04      1.08052      0.08738     1.0000     0.5700     0.5700
      5         5      12        844.46         29.60     984611.71      1.68062      0.68752     1.0000     0.3900     0.3900
      5         5      15        819.30         29.60     962933.00      2.01711      0.79976     1.0000     0.3100     0.3100
      5         5      18        777.06         29.60     980091.74      1.70927      0.74398     1.0000     0.3600     0.3600
      5         5      21        785.67         29.60     960945.30      1.72074      0.93248     1.0000     0.2400     0.2400
      5         5      24        818.21         29.60     910006.49      1.82491      1.37867     1.0000     0.1400     0.1400
      5         5      27        859.17         29.60    1009750.60      2.28679      0.75792     1.0000     0.2500     0.2500
      5         5      30        844.82         29.60     975133.20      2.32793      1.08168     1.0000     0.2300     0.2300
      6         6       3       1750.62        112.21    1709671.41      0.72041     -1.57900     1.0000     0.8500     0.8500
      6         6       6       1712.52        112.21    1506161.60      0.26021     -1.18623     1.0000     0.8300     0.8300
      6         6       9       1744.55        112.21    1296973.98      0.01377     -0.40484     1.0000     0.6300     0.6300
      6         6      12       1764.82        112.21    1326819.23      0.42079     -0.60906     1.0000     0.7500     0.7500
      6         6      15       1788.76        112.21    1275965.21      0.16026     -0.46989     1.0000     0.8000     0.8000
      6         6      18       1792.92        112.21    1258197.87      0.10797     -0.39530     1.0000     0.6900     0.6900
      6         6      21       1800.03        112.21    1176720.71      0.36065      0.12022     1.0000     0.5900     0.5900
      6         6      24       1793.46        112.21    1185022.39      0.09376      0.06878     1.0000     0.5000     0.5000
      6         6      27       1783.69        112.21    1135660.09      0.36206      0.43675     1.0000     0.2700     0.2700
      6         6      30       1803.60        112.21    1128202.36      0.02899      0.51430     1.0000     0.4000     0.4000
      7         7       3       1144.31         51.34    1538657.84      0.00664     -1.36931     1.0000     0.8400     0.8400
      7         7       6       1170.01         51.34    1154168.52      0.35757     -0.08979     1.0000     0.6500     0.6500
      7         7       9       1180.23         51.34    1040840.79      1.21378      0.46079     1.0000     0.4200     0.4200
      7         7      12       1193.97         51.34     896923.44      1.63008      1.31916     1.0000     0.2200     0.2200
      7         7      15       1186.60         51.34     926935.30      1.11895      1.25920     1.0000     0.1600     0.1600
      7         7      18       1176.12         51.34     974227.90      0.95973      1.04529     1.0000     0.2300     0.2300
      7         7      21       1220.07         51.34     921537.82      1.30117      1.56991     1.0000     0.1600     0.1600
      7         7      24       1194.85         51.34     903553.24      1.47383      1.70136     1.0000     0.0700     0.0700
      7         7      27       1177.05         51.34     910297.38      1.82582      1.73534     1.0000     0.0900     0.0900
      7         7      30       1165.38         51.34     893753.55      1.60324      1.94935     1.0000     0.0600     0.0600
      8         8       3       1004.65        152.13     541491.35      0.46888      1.97565     1.0000     0.1400     0.1400
      8         8       6       1017.71        152.13    1457967.38      1.69127     -1.46811     1.0000     0.8300     0.8300
      8         8       9        988.69        152.13    1388738.58      2.36985     -1.36076     1.0000     0.8100     0.8100
      8         8      12       1034.87        152.13    1305836.79      2.52853     -1.05418     1.0000     0.8700     0.8700
      8         8      15       1030.67        152.13    1229106.59      2.22193     -0.67846     1.0000     0.7000     0.7000
      8         8      18       1050.25        152.13    1202913.81      2.14085     -0.55639     1.0000     0.8000     0.8000
      8         8      21       1076.34        152.13    1161821.24      2.76974     -0.20056     1.0000     0.6200     0.6200
      8         8      24       1065.45        152.13    1120944.33      3.04320     -0.01210     1.0000     0.5000     0.5000
      8         8      27       1107.24        152.13    1163944.14      3.39100     -0.23935     1.0000     0.6500     0.6500
      8         8      30       1068.92        152.13    1114603.54      3.80716      0.15139     1.0000     0.5500     0.5500
      9         9       3       1890.18        440.00     172055.23      0.18926      3.27593     1.0000     0.0200     0.0200
      9         9       6       1891.14        440.00     726132.67      0.42992      1.90354     1.0000     0.1600     0.1600
      9         9       9       1895.89        440.00     736342.89      0.46337      2.16941     1.0000     0.0400     0.0400
      9         9      12       1903.87        440.00     718287.31      0.80336      2.52330     1.0000     0.0200     0.0200
      9         9      15       1911.75        440.00     866745.35      0.82761      1.89950     1.0000     0.0900     0.0900
      9         9      18       1939.35        440.00     863187.62      1.27585      2.06808     1.0000     0.0600     0.0600
      9         9      21       1937.88        440.00     855818.56      0.96105      2.25290     1.0000     0.0300     0.0300
      9         9      24       1932.02        440.00    1014519.40      0.76192      1.26683     1.0000     0.1900     0.1900
