#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
     12        12       6        965.69        199.82     802188.09      0.34165      0.85038     1.0000     0.3690     0.3690
     12        12       9        943.12        199.82     680642.19      0.16772      1.69726     1.0000     0.1570     0.1570
     12        12      12        943.58        199.82     745679.00      0.34445      1.47628     1.0000     0.1530     0.1530
     12        12      15        927.39        199.82     818450.27      0.36599      1.09662     1.0000     0.2060     0.2060
     13        13       3       1642.34        116.43     550751.01      0.77558      1.48392     1.0000     0.3070     0.3070
     13        13       6       1504.35        116.43     502073.35      0.82870      2.19135     1.0000     0.0850     0.0850
     13        13       9       1491.37        116.43     535028.42      0.58496      2.34953     1.0000     0.0510     0.0510
     13        13      12       1545.31        116.43     584734.55      0.25435      2.28574     1.0000     0.0360     0.0360
     13        13      15       1520.78        116.43     597006.32      0.83086      2.40658     1.0000     0.0360     0.0360
     14        14       3        764.07         23.88     412032.77      0.64669      2.23945     1.0000     0.1460     0.1460
     14        14       6        791.14         23.88     553518.71      1.52443      2.14840     1.0000     0.0930     0.0930
     14        14       9        775.48         23.88     876794.08      0.59970      0.66289     1.0000     0.3530     0.3530
     14        14      12        775.51         23.88     750976.75      0.60438      1.54324     1.0000     0.1320     0.1320
     14        14      15        783.75         23.88    1074428.53      0.85758     -0.56539     1.0000     0.6970     0.6970
     15        15       3       1350.70        100.86     364630.78      0.38512      2.30274     1.0000     0.1540     0.1540
     15        15       6       1423.36        100.86     624034.10      0.61669      1.54487     1.0000     0.2080     0.2080
     15        15       9       1421.97        100.86     528109.07      0.75883      2.39226     1.0000     0.0570     0.0570
     15        15      12       1400.19        100.86     612977.07      0.84604      2.09056     1.0000     0.0650     0.0650
     15        15      15       1325.96        100.86     694514.61      0.61528      1.77182     1.0000     0.0930     0.0930
     16        16       3        898.90         36.86    1323355.33      0.39909     -1.38001     1.0000     0.8450     0.8450
     16        16       6        886.46         36.86     874585.16      0.78862      0.48917     1.0000     0.4790     0.4790
     16        16       9        909.05         36.86     797960.25      0.28086      1.01531     1.0000     0.2620     0.2620
     16        16      12        885.53         36.86     793767.71      0.07115      1.16347     1.0000     0.2180     0.2180
     16        16      15        906.75         36.86     740534.63      0.02871      1.65081     1.0000     0.1240     0.1240
     17        17       3        898.90         54.18    1323355.33      0.39909     -1.38001     1.0000     0.8390     0.8390
     17        17       6        886.46         54.18     874585.16      0.78862      0.48917     1.0000     0.4440     0.4440
     17        17       9        909.05         54.18     797960.25      0.28086      1.01531     1.0000     0.2850     0.2850
     17        17      12        885.53         54.18     793767.71      0.07115      1.16347     1.0000     0.2250     0.2250
     17        17      15        882.12         54.18     720164.71      0.18937      1.79569     1.0000     0.0970     0.0970
     18        18       3        797.95         55.68     761347.05      0.45169      0.89353     1.0000     0.4500     0.4500
     18        18       6        832.03         55.68     716377.39      0.71853      1.35272     1.0000     0.2330     0.2330
     18        18       9        815.29         55.68     684286.81      0.40630      1.75866     1.0000     0.1260     0.1260
     18        18      12        826.82         55.68     643821.04      0.75682      2.22580     1.0000     0.0620     0.0620
     18        18      15        832.83         55.68     757647.36      0.01670      1.64098     1.0000     0.1160     0.1160
     19        19       3        764.07         61.78     412032.77      0.64669      2.23945     1.0000     0.1560     0.1560
     19        19       6        740.45         61.78     954164.35      0.26679      0.19097     1.0000     0.5520     0.5520
     19        19       9        729.96         61.78    1207124.35      1.22261     -1.06927     1.0000     0.8210     0.8210
     19        19      12        731.24         61.78    1198063.47      1.07464     -1.14010     1.0000     0.8240     0.8240
     19        19      15        742.33         61.78    1136372.47      0.75950     -0.99683     1.0000     0.7950     0.7950
     20        20       3        720.83         16.57     978020.62      0.29262      0.13992     1.0000     0.6340     0.6340
     20        20       6        745.53         16.57    1088142.19      0.92968     -0.46361     1.0000     0.6830     0.6830
     20        20       9        724.59         16.57     898782.04      1.00414      0.64801     1.0000     0.3750     0.3750
     20        20      12        702.70         16.57    1341864.03      0.10293     -2.03633     1.0000     0.9320     0.9320
     20        20      15        726.01         16.57    1252161.88      0.46313     -1.61530     1.0000     0.8800     0.8800
     21        21       3        797.95         60.18     761347.05      0.45169      0.89353     1.0000     0.4650     0.4650
     21        21       6        777.30         60.18     574326.65      0.85111      2.04674     1.0000     0.1150     0.1150
     21        21       9        792.34         60.18     621230.83      0.97448      2.11758     1.0000     0.0630     0.0630
     21        21      12        791.22         60.18     671293.79      0.51061      2.05080     1.0000     0.0620     0.0620
     21        21      15        801.77         60.18     675743.13      1.03099      2.21144     1.0000     0.0440     0.0440
     22        22       3        701.08        256.41    1504446.96      0.05246     -1.84469     1.0000     0.8980     0.8980
     22        22       6        729.82        256.41    1173368.94      0.79304     -0.75642     1.0000     0.7550     0.7550
     22        22       9        704.48        256.41    1228385.05      0.19974     -1.18768     1.0000     0.8240     0.8240
     22        22      12        716.01        256.41    1183054.16      0.70130     -1.04656     1.0000     0.8040     0.8040
     22        22      15        715.06        256.41    1239132.58      0.93960     -1.52651     1.0000     0.9180     0.9180
     23        23       3       1350.70         87.24     364630.78      0.38512      2.30274     1.0000     0.1350     0.1350
     23        23       6       1351.57         87.24     535658.79      0.39809      2.01333     1.0000     0.1210     0.1210
     23        23       9       1395.43         87.24     582371.65      0.93797      2.05715     1.0000     0.0820     0.0820
     23        23      12       1347.24         87.24     608494.97      0.78613      2.12153     1.0000     0.0620     0.0620
     23        23      15       1325.96         87.24     694514.61      0.61528      1.77182     1.0000     0.0930     0.0930
     24        24       3       1179.00        177.74     654593.18      0.18362      1.14381     1.0000     0.3910     0.3910
     24        24       6       1105.02        177.74     583469.31      0.16348      1.88343     1.0000     0.1430     0.1430
     24        24       9       1192.13        177.74     519827.23      0.29886      2.50584     1.0000     0.0410     0.0410
     24        24      12       1158.83        177.74     535158.35      0.44904      2.70029     1.0000     0.0220     0.0220
     24        24      15       1116.14        177.74     721683.77      0.34893      1.68226     1.0000     0.1100     0.1100
     25        25       3        737.81          1.02    1169758.24      0.08578     -0.58293     1.0000     0.7360     0.7360
     25        25       6        721.72          1.02    1476077.73      0.90017     -2.20348     1.0000     0.9450     0.9450
     25        25       9        707.33          1.02    1348119.87      0.77539     -1.85453     1.0000     0.9210     0.9210
     25        25      12        725.69          1.02    1223680.41      0.52485     -1.29976     1.0000     0.8500     0.8500
     25        25      15        724.79          1.02    1143474.99      0.69280     -0.87462     1.0000     0.7800     0.7800
     26        26       3        873.36        105.88     705761.29      0.95532      1.05005     1.0000     0.4190     0.4190
     26        26       6        900.47        105.88     902340.14      0.25798      0.35069     1.0000     0.5130     0.5130
     26        26       9        918.19        105.88     801126.45      0.27117      0.99691     1.0000     0.2890     0.2890
     26        26      12        912.22        105.88     824692.59      0.05744      0.96231     1.0000     0.2790     0.2790
     26        26      15        901.80        105.88     812970.21      0.45375      1.13560     1.0000     0.2260     0.2260
     27        27       3        650.22         66.13     546511.67      1.44581      1.76669     1.0000     0.2810     0.2810
     27        27       6        705.20         66.13    1308871.97      1.55935     -1.40418     1.0000     0.8650     0.8650
     27        27       9        763.84         66.13    1358806.79      1.56910     -2.08078     1.0000     0.9360     0.9360
     27        27      12        704.24         66.13    1214049.55      1.47124     -1.23973     1.0000     0.8730     0.8730
     27        27      15        695.47         66.13    1237643.36      0.62582     -1.51636     1.0000     0.8980     0.8980
     28        28       3        701.08        255.33    1504446.96      0.05246     -1.84469     1.0000     0.9030     0.9030
     28        28       6        653.73        255.33    1136772.93      0.77184     -0.58148     1.0000     0.7200     0.7200
     28        28       9        673.45        255.33    1274223.36      0.74751     -1.44297     1.0000     0.8620     0.8620
     28        28      12        684.81        255.33    1298742.98      1.16903     -1.76758     1.0000     0.9150     0.9150
     28        28      15        658.46        255.33    1222109.20      1.43254     -1.41050     1.0000     0.8750     0.8750
     29        29       3        755.39        113.86     670017.91      0.56426      1.24543     1.0000     0.3570     0.3570
     29        29       6        741.07        113.86     606491.55      0.22880      1.88959     1.0000     0.1280     0.1280
     29        29       9        739.21        113.86     556876.96      0.70415      2.48389     1.0000     0.0320     0.0320
     29        29      12        721.06        113.86     983391.98      1.25020      0.19783     1.0000     0.4880     0.4880
     29        29      15        700.42        113.86    1200866.20      1.27093     -1.26573     1.0000     0.8420     0.8420
     30        30       3        753.72         24.22     349331.27      1.41473      2.48104     1.0000     0.1330     0.1330
     30        30       6        711.24         24.22    1185382.37      0.00809     -0.81385     1.0000     0.7770     0.7770
     30        30       9        701.36         24.22    1078715.83      0.65184     -0.35411     1.0000     0.6480     0.6480
     30        30      12        685.37         24.22     984129.18      0.86030      0.19324     1.0000     0.4920     0.4920
     30        30      15        686.92         24.22     913024.15      0.89957      0.69586     1.0000     0.3260     0.3260
     31        31       3        873.36         36.86     705761.29      0.95532      1.05005     1.0000     0.4010     0.4010
     31        31       6        841.80         36.86    1052909.82      0.02649     -0.29147     1.0000     0.7050     0.7050
     31        31       9        796.23         36.86     869888.80      0.28294      0.70219     1.0000     0.3700     0.3700
     31        31      12        780.49         36.86     862415.79      0.11125      0.83340     1.0000     0.3060     0.3060
     31        31      15        750.93         36.86     997792.29      0.85919     -0.03163     1.0000     0.5580     0.5580
     32        32       3        661.97         12.09    1861693.85      1.10628     -3.19150     1.0000     0.9500     0.9500
     32        32       6        648.82         12.09    1768543.85      1.40704     -3.60158     1.0000     0.9900     0.9900
     32        32       9        667.56         12.09    1424813.41      1.72930     -2.28167     1.0000     0.9590     0.9590
     32        32      12        684.30         12.09    1288437.71      1.65786     -1.70336     1.0000     0.9130     0.9130
     32        32      15        686.02         12.09    1258439.81      1.06050     -1.65808     1.0000     0.8960     0.8960
     33        33       3        650.22          7.97     546511.67      1.44581      1.76669     1.0000     0.2420     0.2420
     33        33       6        614.96          7.97    1163647.93      0.92405     -0.58497     1.0000     0.7180     0.7180
     33        33       9        599.66          7.97     994489.07      0.67916      0.23942     1.0000     0.4880     0.4880
     33        33      12        622.47          7.97    1196351.80      1.25639     -0.96191     1.0000     0.8000     0.8000
     33        33      15        668.49          7.97    1296102.33      1.06955     -1.91475     1.0000     0.9440     0.9440
     34        34       3        709.79         63.25     643224.17      0.60240      1.40209     1.0000     0.3280     0.3280
     34        34       6        679.85         63.25     712241.16      0.12622      1.44794     1.0000     0.2240     0.2240
     34        34       9        686.59         63.25    1175113.52      0.81658     -0.89099     1.0000     0.8010     0.8010
     34        34      12        684.50         63.25    1340724.39      1.00829     -2.02923     1.0000     0.9450     0.9450
     34        34      15        700.42         63.25    1200866.20      1.27093     -1.26573     1.0000     0.8550     0.8550
     35        35       3        767.69        101.43    1305303.16      0.62232     -1.20234     1.0000     0.8190     0.8190
     35        35       6        753.89        101.43    1089184.64      0.42749     -0.46870     1.0000     0.7090     0.7090
     35        35       9        701.36        101.43    1078715.83      0.65184     -0.35411     1.0000     0.6500     0.6500
     35        35      12        653.21        101.43     953875.35      0.75634      0.38179     1.0000     0.4470     0.4470
     35        35      15        689.78        101.43     952120.85      0.72397      0.42943     1.0000     0.4140     0.4140
     36        36       3        684.19         11.08     413460.20      0.17554      2.26829     1.0000     0.1470     0.1470
     36        36       6        679.79         11.08    1254776.74      1.48684     -1.14558     1.0000     0.8480     0.8480
     36        36       9        657.72         11.08    1496650.97      1.42857     -2.68176     1.0000     0.9740     0.9740
     36        36      12        671.17         11.08    1337913.81      1.36898     -2.01171     1.0000     0.9280     0.9280
     36        36      15        682.33         11.08    1221155.03      1.06642     -1.40400     1.0000     0.8630     0.8630
     37        37       3       1339.13         46.22     635845.11      0.06693      1.16896     1.0000     0.3840     0.3840
     37        37       6       1357.15         46.22     588875.84      0.49022      1.73124     1.0000     0.1470     0.1470
     37        37       9       1312.01         46.22     757473.32      0.38770      1.06676     1.0000     0.2650     0.2650
     37        37      12       1253.36         46.22     703501.63      0.09919      1.55951     1.0000     0.1430     0.1430
     37        37      15       1186.20         46.22     639045.91      0.10251      2.18283     1.0000     0.0390     0.0390
     38        38       3        639.69         44.96    2300918.08      0.42981     -4.84737     1.0000     0.9960     0.9960
     38        38       6        638.25         44.96    1748755.19      1.53238     -3.50698     1.0000     0.9790     0.9790
     38        38       9        655.11         44.96    1476676.42      1.11607     -2.57051     1.0000     0.9730     0.9730
     38        38      12        664.34         44.96    1318193.97      1.44516     -1.88881     1.0000     0.9280     0.9280
     38        38      15        632.99         44.96    1263140.40      1.88732     -1.49672     1.0000     0.8780     0.8780
     39        39       3        753.72         39.31     349331.27      1.41473      2.48104     1.0000     0.1160     0.1160
     39        39       6        711.24         39.31    1185382.37      0.00809     -0.81385     1.0000     0.7540     0.7540
     39        39       9        663.60         39.31    1074815.43      0.68015     -0.33239     1.0000     0.6820     0.6820
     39        39      12        653.21         39.31     953875.35      0.75634      0.38179     1.0000     0.4510     0.4510
     39        39      15        655.28         39.31    1018886.42      1.37288     -0.02557     1.0000     0.5660     0.5660
     40        40       3        613.45         59.49    2414587.40      1.80839     -5.07138     1.0000     0.9980     0.9980
     40        40       6        626.24         59.49    1811528.46      1.21228     -3.61251     1.0000     0.9880     0.9880
     40        40       9        625.04         59.49    1494488.83      1.70573     -2.48271     1.0000     0.9700     0.9700
     40        40      12        606.95         59.49    1394370.52      1.51584     -2.16833     1.0000     0.9490     0.9490
     40        40      15        632.99         59.49    1263140.40      1.88732     -1.49672     1.0000     0.8930     0.8930
     41        41       3        802.44         62.12     995121.27      0.05593     -0.00720     1.0000     0.6580     0.6580
     41        41       6        832.33         62.12     857463.82      0.93102      0.66342     1.0000     0.4090     0.4090
     41        41       9        761.08         62.12    1051163.05      0.32553     -0.32964     1.0000     0.6450     0.6450
     41        41      12        704.81         62.12     934522.91      0.46984      0.50241     1.0000     0.3970     0.3970
     41        41      15        701.19         62.12     930917.49      0.65149      0.57392     1.0000     0.3770     0.3770
     42        42       3        534.37        183.37    1153377.30      0.48738     -0.31229     1.0000     0.6840     0.6840
     42        42       6        554.16        183.37    1567442.24      1.32680     -2.47190     1.0000     0.9600     0.9600
     42        42       9        561.98        183.37    1475357.75      1.97243     -2.37856     1.0000     0.9560     0.9560
     42        42      12        593.64        183.37    1447938.25      1.56200     -2.49469     1.0000     0.9710     0.9710
     42        42      15        591.35        183.37    1332874.04      1.65628     -1.96127     1.0000     0.9370     0.9370
     43        43       3        748.75         24.22    1090962.42      0.32228     -0.37648     1.0000     0.7120     0.7120
     43        43       6        753.89         24.22    1089184.64      0.42749     -0.46870     1.0000     0.6940     0.6940
     43        43       9        701.36         24.22    1078715.83      0.65184     -0.35411     1.0000     0.6650     0.6650
     43        43      12        653.21         24.22     953875.35      0.75634      0.38179     1.0000     0.4620     0.4620
     43        43      15        660.16         24.22    1027222.07      0.90368     -0.08238     1.0000     0.5340     0.5340
     44        44       3        660.27         77.20     574819.39      0.19549      1.65997     1.0000     0.2800     0.2800
     44        44       6        650.19         77.20    1266184.66      0.61304     -1.20012     1.0000     0.8460     0.8460
     44        44       9        638.53         77.20    1433338.36      1.09067     -2.32914     1.0000     0.9600     0.9600
     44        44      12        643.55         77.20    1405716.04      0.63214     -2.43429     1.0000     0.9650     0.9650
     44        44      15        644.11         77.20    1443559.24      0.35365     -2.91964     1.0000     0.9890     0.9890
     45        45       3        525.42        228.56     731237.06      0.17800      1.20271     1.0000     0.3560     0.3560
     45        45       6        529.03        228.56     922553.11      1.05653      0.65443     1.0000     0.3940     0.3940
     45        45       9        566.19        228.56    1047033.45      1.12624     -0.04665     1.0000     0.5710     0.5710
     45        45      12        549.92        228.56    1167190.83      2.35768     -0.78425     1.0000     0.7600     0.7600
     45        45      15        576.83        228.56    1421097.98      2.05801     -2.54899     1.0000     0.9710     0.9710
     46        46       3        925.78        297.12     517266.10      0.19657      1.79173     1.0000     0.2520     0.2520
     46        46       6        897.39        297.12     394967.88      0.56139      2.88212     1.0000     0.0210     0.0210
     46        46       9        915.08        297.12     426433.10      0.27804      3.17492     1.0000     0.0090     0.0090
     46        46      12        920.79        297.12     587782.79      0.52284      2.50336     1.0000     0.0330     0.0330
     46        46      15        903.90        297.12     734747.55      0.62516      1.69197     1.0000     0.1260     0.1260
     47        47       3        613.45         16.69    2414587.40      1.80839     -5.07138     1.0000     0.9930     0.9930
     47        47       6        609.00         16.69    1838285.33      1.17809     -3.73754     1.0000     0.9900     0.9900
     47        47       9        609.72         16.69    1537474.75      1.28688     -2.71674     1.0000     0.9700     0.9700
     47        47      12        611.92         16.69    1417956.54      1.38986     -2.31203     1.0000     0.9480     0.9480
     47        47      15        625.74         16.69    1297101.29      1.47761     -1.72296     1.0000     0.9130     0.9130
     48        48       3        642.42         32.64     636281.65      0.51507      1.42826     1.0000     0.3180     0.3180
     48        48       6        650.19         32.64    1266184.66      0.61304     -1.20012     1.0000     0.8470     0.8470
     48        48       9        638.53         32.64    1433338.36      1.09067     -2.32914     1.0000     0.9610     0.9610
     48        48      12        643.55         32.64    1405716.04      0.63214     -2.43429     1.0000     0.9540     0.9540
     48        48      15        636.37         32.64    1476956.05      0.64081     -2.92110     1.0000     0.9890     0.9890
     49        49       3        642.42         11.01     636281.65      0.51507      1.42826     1.0000     0.3270     0.3270
     49        49       6        648.13         11.01     921590.27      1.65467      0.44718     1.0000     0.4590     0.4590
     49        49       9        644.35         11.01    1018103.91      1.09948     -0.01654     1.0000     0.5740     0.5740
     49        49      12        651.21         11.01    1301861.51      0.07477     -1.78702     1.0000     0.9270     0.9270
     49        49      15        650.76         11.01    1417692.47      0.96834     -2.74336     1.0000     0.9780     0.9780
     50        50       3        538.17        100.61    1602573.04      1.44736     -1.92440     1.0000     0.8980     0.8980
     50        50       6        583.60        100.61    1505686.88      0.60532     -2.18332     1.0000     0.9460     0.9460
     50        50       9        587.83        100.61    1600009.38      1.69907     -3.05720     1.0000     0.9850     0.9850
     50        50      12        585.85        100.61    1611858.69      0.73230     -3.49337     1.0000     0.9930     0.9930
     50        50      15        585.89        100.61    1455339.14      0.71402     -2.77709     1.0000     0.9830     0.9830
     51        51       3        507.62        173.26    1190084.60      1.04591     -0.44403     1.0000     0.7100     0.7100
     51        51       6        518.08        173.26    1485483.63      1.61993     -1.90732     1.0000     0.9130     0.9130
     51        51       9        536.86        173.26    1720433.14      1.74929     -3.46780     1.0000     0.9870     0.9870
     51        51      12        529.77        173.26    1684476.94      0.73463     -3.66734     1.0000     0.9950     0.9950
     51        51      15        542.50        173.26    1514823.91      0.48386     -2.90939     1.0000     0.9830     0.9830
     52        52       3        901.79        131.00     163000.11      0.16426      3.18567     1.0000     0.0290     0.0290
     52        52       6        897.00        131.00     395114.56      0.12708      2.88139     1.0000     0.0300     0.0300
     52        52       9        871.48        131.00     400605.65      0.58123      3.32505     1.0000     0.0080     0.0080
     52        52      12        892.64        131.00     627845.77      0.71310      2.24276     1.0000     0.0530     0.0530
     52        52      15        880.66        131.00     701677.58      0.19653      1.92718     1.0000     0.0780     0.0780
     53        53       3        901.79        132.01     163000.11      0.16426      3.18567     1.0000     0.0310     0.0310
     53        53       6        921.67        132.01     411541.96      0.14690      2.79943     1.0000     0.0300     0.0300
     53        53       9        904.26        132.01     573396.73      0.12476      2.32065     1.0000     0.0490     0.0490
     53        53      12        892.64        132.01     627845.77      0.71310      2.24276     1.0000     0.0560     0.0560
     53        53      15        880.66        132.01     701677.58      0.19653      1.92718     1.0000     0.0730     0.0730
     54        54       3        948.88        159.97     451059.88      0.13167      2.05223     1.0000     0.1990     0.1990
     54        54       6        947.40        159.97     605363.09      0.65570      1.83240     1.0000     0.1490     0.1490
     54        54       9        926.10        159.97     713339.49      0.18931      1.50720     1.0000     0.1860     0.1860
     54        54      12        917.82        159.97     668413.63      0.48413      1.97887     1.0000     0.0790     0.0790
     54        54      15        881.88        159.97     592834.80      0.57706      2.70134     1.0000     0.0180     0.0180
     55        55       3       1037.12        110.97     980354.37      0.55162     -0.10752     1.0000     0.6650     0.6650
     55        55       6        977.34        110.97     700373.83      0.43617      1.35836     1.0000     0.2350     0.2350
     55        55       9        947.59        110.97     698627.97      0.07040      1.59271     1.0000     0.1650     0.1650
     55        55      12        901.40        110.97     643244.20      0.32233      2.14260     1.0000     0.0660     0.0660
     55        55      15        915.86        110.97     608893.93      0.69825      2.58712     1.0000     0.0290     0.0290
     56        56       3        494.64        177.27    1686724.48      0.49156     -2.22641     1.0000     0.9010     0.9010
     56        56       6        489.05        177.27    1247199.93      1.35547     -0.82296     1.0000     0.7550     0.7550
     56        56       9        518.79        177.27    1126317.82      2.39044     -0.31789     1.0000     0.6380     0.6380
     56        56      12        496.07        177.27    1120101.58      2.54640     -0.31885     1.0000     0.6540     0.6540
     56        56      15        500.26        177.27    1380625.00      2.29259     -2.03878     1.0000     0.9500     0.9500
     57        57       3        240.05        263.92    1359028.21      0.61809     -0.49565     1.0000     0.6910     0.6910
     57        57       6        259.22        263.92    1300756.41      0.38654     -0.39347     1.0000     0.6590     0.6590
     57        57       9        219.93        263.92    1208571.73      1.09149     -0.02524     1.0000     0.5340     0.5340
     57        57      12        239.02        263.92    1186024.89      0.57064      0.09031     1.0000     0.5450     0.5450
     57        57      15        259.97        263.92    1308782.41      0.44350     -0.60707     1.0000     0.7180     0.7180
     58        58       3        240.05        265.03    1359028.21      0.61809     -0.49565     1.0000     0.7280     0.7280
     58        58       6        261.01        265.03    1447458.81      0.73499     -1.05981     1.0000     0.7980     0.7980
     58        58       9        288.41        265.03    1307163.19      0.17957     -0.56707     1.0000     0.7020     0.7020
     58        58      12        245.64        265.03    1272044.85      0.07201     -0.36201     1.0000     0.6760     0.6760
     58        58      15        249.29        265.03    1213410.28      0.25507     -0.05871     1.0000     0.5720     0.5720
     59        59       3        774.50        129.48     839010.33      0.17638      0.59430     1.0000     0.5440     0.5440
     59        59       6        841.14        129.48     556083.52      0.28273      2.13587     1.0000     0.0990     0.0990
     59        59       9        860.87        129.48     536872.36      0.20094      2.53296     1.0000     0.0420     0.0420
     59        59      12        841.74        129.48     818984.84      0.11151      1.11004     1.0000     0.2480     0.2480
